date,region,product_id,revenue,units_sold,orders,customers
2024-10-28,North,Product C,33279.69,77,25,20
2024-10-28,South,Product A,30504.92,110,36,28
2024-10-28,South,Product B,15997.13,82,27,20
2024-10-28,South,Product C,26052.74,60,20,16
2024-11-04,North,Product A,37723.27,135,43,34
2024-11-04,North,Product B,19601.73,100,32,26
2024-11-04,North,Product C,32458.85,76,25,19
2024-11-04,South,Product A,32310.39,116,38,30
2024-11-04,South,Product B,15272.33,79,26,20
2024-11-04,South,Product C,26377.14,62,21,15
2024-11-11,North,Product A,36113.630000000005,130,41,33
2024-11-11,North,Product B,20510.62,104,35,27
2024-11-11,North,Product C,31103.0,72,24,18
2024-11-11,South,Product A,32227.379999999997,115,37,28
2024-11-11,South,Product B,17201.53,87,29,22
2024-11-11,South,Product C,26529.35,63,21,16
2024-11-18,North,Product A,37834.5,136,44,34
2024-11-18,North,Product B,20539.76,105,34,26
2024-11-18,North,Product C,31376.690000000002,72,23,19
2024-11-18,South,Product A,31825.52,114,38,29
2024-11-18,South,Product B,16380.08,83,27,21
2024-11-18,South,Product C,24788.14,57,17,14
2024-11-25,North,Product A,36228.86,130,43,33
2024-11-25,North,Product B,20655.88,104,34,26
2024-11-25,North,Product C,31236.84,73,24,19
2024-11-25,South,Product A,31447.69,113,36,27
2024-11-25,South,Product B,16333.59,82,26,21
2024-11-25,South,Product C,25977.82,60,20,15
2024-12-02,North,Product A,38631.42,138,45,35
2024-12-02,North,Product B,19507.38,99,34,25
2024-12-02,North,Product C,32177.61,76,25,19
2024-12-02,South,Product A,30482.17,109,35,27
2024-12-02,South,Product B,16252.9,83,27,21
2024-12-02,South,Product C,27138.88,64,20,16
2024-12-09,North,Product A,35119.08,127,41,32
2024-12-09,North,Product B,19508.989999999998,97,32,25
2024-12-09,North,Product C,31627.940000000002,75,24,18
2024-12-09,South,Product A,29978.96,108,35,27
2024-12-09,South,Product B,15875.060000000001,81,26,20
2024-12-09,South,Product C,25565.9,60,18,14
2024-12-16,North,Product A,38418.91,138,45,34
2024-12-16,North,Product B,19058.09,97,32,26
2024-12-16,North,Product C,31616.510000000002,75,24,19
2024-12-16,South,Product A,32133.170000000002,115,37,28
2024-12-16,South,Product B,15934.22,80,25,19
2024-12-16,South,Product C,26239.690000000002,62,19,15
2024-12-23,North,Product A,37982.29,138,46,34
2024-12-23,North,Product B,19736.93,101,32,25
2024-12-23,North,Product C,32666.690000000002,77,25,19
2024-12-23,South,Product A,30541.46,110,35,28
2024-12-23,South,Product B,15792.82,81,26,19
2024-12-23,South,Product C,26445.7,61,20,16
2024-12-30,North,Product A,37786.28,134,43,33
2024-12-30,North,Product B,20408.22,103,33,26
2024-12-30,North,Product C,32000.03,76,25,18
2024-12-30,South,Product A,29414.46,106,34,27
2024-12-30,South,Product B,16404.12,84,27,22
2024-12-30,South,Product C,25698.05,59,19,15
2025-01-06,North,Product A,37598.51,136,44,35
2025-01-06,North,Product B,19404.61,98,31,27
2025-01-06,North,Product C,32253.730000000003,74,24,18
2025-01-06,South,Product A,30478.41,109,36,29
2025-01-06,South,Product B,15880.85,80,25,21
2025-01-06,South,Product C,25959.73,59,19,14
2025-01-13,North,Product A,37115.56,134,43,33
2025-01-13,North,Product B,20061.18,103,33,26
2025-01-13,North,Product C,31681.129999999997,74,24,19
2025-01-13,South,Product A,30634.37,110,35,28
2025-01-13,South,Product B,16417.67,85,28,21
2025-01-13,South,Product C,26713.07,62,20,15
2025-01-20,North,Product A,39257.36,142,45,36
2025-01-20,North,Product B,19384.07,98,31,25
2025-01-20,North,Product C,30627.25,71,22,19
2025-01-20,South,Product A,30852.059999999998,109,36,28
2025-01-20,South,Product B,16420.65,83,27,21
2025-01-20,South,Product C,26914.739999999998,61,20,15
2025-01-27,North,Product A,37309.9,134,43,35
2025-01-27,North,Product B,18887.49,96,32,25
2025-01-27,North,Product C,31732.19,73,24,18
2025-01-27,South,Product A,30517.64,110,36,28
2025-01-27,South,Product B,15784.810000000001,80,26,21
2025-01-27,South,Product C,25611.059999999998,60,19,15
2025-02-03,North,Product A,39125.55,141,45,35
2025-02-03,North,Product B,19165.129999999997,97,32,24
2025-02-03,North,Product C,31707.43,73,23,19
2025-02-03,South,Product A,31563.54,111,36,28
2025-02-03,South,Product B,17214.31,88,28,22
2025-02-03,South,Product C,26062.42,61,20,16
2025-02-10,North,Product A,38570.99,139,45,35
2025-02-10,North,Product B,18916.76,95,32,23
2025-02-10,North,Product C,32334.760000000002,75,24,19
2025-02-10,South,Product A,31289.57,113,37,29
2025-02-10,South,Product B,16394.92,83,27,23
2025-02-10,South,Product C,26095.8,62,20,15
2025-02-17,North,Product A,38241.61,137,44,35
2025-02-17,North,Product B,20266.940000000002,102,34,27
2025-02-17,North,Product C,32129.6,76,24,19
2025-02-17,South,Product A,31769.86,113,37,28
2025-02-17,South,Product B,16884.08,84,28,22
2025-02-17,South,Product C,28609.71,67,21,16
2025-02-24,North,Product A,38970.380000000005,140,46,36
2025-02-24,North,Product B,19191.559999999998,98,32,25
2025-02-24,North,Product C,32525.14,76,25,20
2025-02-24,South,Product A,30573.1,110,35,28
2025-02-24,South,Product B,17099.62,87,29,22
2025-02-24,South,Product C,25849.86,61,19,15
2025-03-03,North,Product A,38579.15,139,46,34
2025-03-03,North,Product B,19990.04,101,33,26
2025-03-03,North,Product C,31750.97,74,24,20
2025-03-03,South,Product A,30675.280000000002,111,36,27
2025-03-03,South,Product B,16587.77,84,27,21
2025-03-03,South,Product C,26614.4,61,20,16
2025-03-10,North,Product A,40106.24,144,47,36
2025-03-10,North,Product B,21125.03,108,34,28
2025-03-10,North,Product C,31841.05,74,25,19
2025-03-10,South,Product A,31754.54,112,36,28
2025-03-10,South,Product B,16714.81,84,27,22
2025-03-10,South,Product C,27863.04,65,20,16
2025-03-17,North,Product A,40340.71,142,47,34
2025-03-17,North,Product B,19427.98,97,32,25
2025-03-17,North,Product C,33067.01,76,25,20
2025-03-17,South,Product A,31634.0,114,37,28
2025-03-17,South,Product B,17434.54,88,28,22
2025-03-17,South,Product C,26351.0,61,20,15
2025-03-24,North,Product A,38238.090000000004,137,45,36
2025-03-24,North,Product B,20879.14,105,34,26
2025-03-24,North,Product C,33472.57,79,26,20
2025-03-24,South,Product A,33536.8,120,38,30
2025-03-24,South,Product B,15728.3,79,25,21
2025-03-24,South,Product C,26918.53,63,20,16
2025-03-31,North,Product A,39104.26,139,45,35
2025-03-31,North,Product B,19931.17,101,33,25
2025-03-31,North,Product C,32959.84,76,25,20
2025-03-31,South,Product A,30949.6,110,36,28
2025-03-31,South,Product B,17310.01,88,29,23
2025-03-31,South,Product C,26420.28,61,20,16
2025-04-07,North,Product A,39889.18,143,46,36
2025-04-07,North,Product B,19714.21,100,33,25
2025-04-07,North,Product C,34019.659999999996,80,25,21
2025-04-07,South,Product A,31885.46,115,37,30
2025-04-07,South,Product B,16846.31,85,27,22
2025-04-07,South,Product C,28823.65,67,22,17
2025-04-14,North,Product A,40322.45,143,46,37
2025-04-14,North,Product B,21153.22,107,35,28
2025-04-14,North,Product C,32335.84,75,24,19
2025-04-14,South,Product A,32291.14,115,38,30
2025-04-14,South,Product B,17410.97,87,28,23
2025-04-14,South,Product C,26708.440000000002,63,21,16
2025-04-21,North,Product A,38917.64,140,46,36
2025-04-21,North,Product B,20652.42,103,33,26
2025-04-21,North,Product C,32703.64,76,24,19
2025-04-21,South,Product A,31867.91,113,37,28
2025-04-21,South,Product B,16249.52,82,26,20
2025-04-21,South,Product C,28706.64,65,22,17
2025-04-28,North,Product A,40206.340000000004,144,47,36
2025-04-28,North,Product B,21778.42,111,37,27
2025-04-28,North,Product C,35295.61,82,26,21
2025-04-28,South,Product A,30678.86,108,35,26
2025-04-28,South,Product B,17218.41,87,27,22
2025-04-28,South,Product C,27891.85,65,21,17
2025-05-05,North,Product A,40027.72,144,46,35
2025-05-05,North,Product B,20833.97,105,34,27
2025-05-05,North,Product C,34208.36,79,25,20
2025-05-05,South,Product A,31515.940000000002,111,35,27
2025-05-05,South,Product B,17577.24,89,29,22
2025-05-05,South,Product C,26651.9,61,19,16
2025-05-12,North,Product A,40539.05,145,47,36
2025-05-12,North,Product B,21123.18,106,34,27
2025-05-12,North,Product C,34453.27,79,26,20
2025-05-12,South,Product A,32812.63,119,39,30
2025-05-12,South,Product B,17457.2,88,29,23
2025-05-12,South,Product C,28610.52,67,21,16
2025-05-19,North,Product A,40336.1,144,47,36
2025-05-19,North,Product B,20764.010000000002,105,34,28
2025-05-19,North,Product C,33776.91,79,26,19
2025-05-19,South,Product A,35267.44,124,40,31
2025-05-19,South,Product B,16529.93,85,27,21
2025-05-19,South,Product C,28427.32,66,21,16
2025-05-26,North,Product A,41897.27,148,48,37
2025-05-26,North,Product B,22041.79,112,37,28
2025-05-26,North,Product C,35108.95,82,27,20
2025-05-26,South,Product A,32772.9,116,38,29
2025-05-26,South,Product B,17014.7,87,28,22
2025-05-26,South,Product C,29035.95,66,21,17
2025-06-02,North,Product A,40024.5,141,46,36
2025-06-02,North,Product B,20004.65,101,33,26
2025-06-02,North,Product C,34418.38,78,26,20
2025-06-02,South,Product A,35011.72,124,41,32
2025-06-02,South,Product B,17504.11,89,29,23
2025-06-02,South,Product C,28289.31,66,22,17
2025-06-09,North,Product A,41442.8,147,49,37
2025-06-09,North,Product B,20372.02,103,33,27
2025-06-09,North,Product C,35234.8,81,26,21
2025-06-09,South,Product A,35678.35,125,40,32
2025-06-09,South,Product B,17478.190000000002,88,29,22
2025-06-09,South,Product C,28251.6,65,21,17
2025-06-16,North,Product A,38990.68,140,45,34
2025-06-16,North,Product B,21258.420000000002,107,35,27
2025-06-16,North,Product C,35371.13,82,27,22
2025-06-16,South,Product A,33530.1,120,39,30
2025-06-16,South,Product B,17549.06,90,30,23
2025-06-16,South,Product C,28995.21,67,22,16
2025-06-23,North,Product A,40325.12,145,47,37
2025-06-23,North,Product B,21531.43,108,34,27
2025-06-23,North,Product C,35433.71,82,28,21
2025-06-23,South,Product A,33833.71,120,39,31
2025-06-23,South,Product B,17875.34,89,29,23
2025-06-23,South,Product C,28932.84,66,21,16
2025-06-30,North,Product A,41304.51,147,48,37
2025-06-30,North,Product B,21952.25,111,36,28
2025-06-30,North,Product C,34225.37,80,26,20
2025-06-30,South,Product A,34272.479999999996,121,38,31
2025-06-30,South,Product B,18179.31,92,29,23
2025-06-30,South,Product C,30107.809999999998,69,23,17
2025-07-07,North,Product A,41036.56,146,48,37
2025-07-07,North,Product B,22102.32,111,35,28
2025-07-07,North,Product C,34701.89,81,27,20
2025-07-07,South,Product A,32761.56,116,38,29
2025-07-07,South,Product B,17590.28,89,29,23
2025-07-07,South,Product C,27772.82,65,21,15
2025-07-14,North,Product A,40567.4,145,46,36
2025-07-14,North,Product B,21806.29,109,36,28
2025-07-14,North,Product C,35565.8,82,26,21
2025-07-14,South,Product A,34499.17,124,40,31
2025-07-14,South,Product B,18698.78,95,32,23
2025-07-14,South,Product C,28882.66,67,22,18
2025-07-21,North,Product A,42677.69,150,49,38
2025-07-21,North,Product B,21993.68,111,36,27
2025-07-21,North,Product C,34707.56,80,26,21
2025-07-21,South,Product A,35228.01,126,42,32
2025-07-21,South,Product B,17091.37,86,28,21
2025-07-21,South,Product C,28262.89,67,21,17
2025-07-28,North,Product A,40750.58,144,47,36
2025-07-28,North,Product B,22342.91,113,38,29
2025-07-28,North,Product C,35544.92,82,26,22
2025-07-28,South,Product A,37349.45,131,43,33
2025-07-28,South,Product B,18683.36,95,31,24
2025-07-28,South,Product C,29094.72,67,22,16
2025-08-04,North,Product A,41552.48,147,47,37
2025-08-04,North,Product B,21978.32,111,37,28
2025-08-04,North,Product C,33644.92,78,26,20
2025-08-04,South,Product A,33990.13,120,39,30
2025-08-04,South,Product B,17629.55,88,28,23
2025-08-04,South,Product C,28058.260000000002,64,20,15
2025-08-11,North,Product A,41097.67,146,48,37
2025-08-11,North,Product B,21359.8,107,35,28
2025-08-11,North,Product C,37024.07,85,27,22
2025-08-11,South,Product A,34961.89,123,39,30
2025-08-11,South,Product B,17946.89,90,30,23
2025-08-11,South,Product C,28636.97,66,22,18
2025-08-18,North,Product A,42885.22,150,49,38
2025-08-18,North,Product B,21317.37,108,36,27
2025-08-18,North,Product C,33623.78,78,26,20
2025-08-18,South,Product A,33058.13,117,38,31
2025-08-18,South,Product B,17763.65,88,29,23
2025-08-18,South,Product C,27622.74,65,21,15
2025-08-25,North,Product A,40830.16,145,47,37
2025-08-25,North,Product B,21148.32,106,35,28
2025-08-25,North,Product C,35862.89,82,27,21
2025-08-25,South,Product A,33355.29,116,39,31
2025-08-25,South,Product B,17965.13,90,29,24
2025-08-25,South,Product C,29383.83,67,22,17
2025-09-01,North,Product A,41595.03,145,47,36
2025-09-01,North,Product B,22117.31,111,36,27
2025-09-01,North,Product C,36430.5,82,26,22
2025-09-01,South,Product A,34376.59,120,40,30
2025-09-01,South,Product B,18443.01,91,30,23
2025-09-01,South,Product C,27974.21,64,22,16
2025-09-08,North,Product A,40137.009999999995,144,47,37
2025-09-08,North,Product B,21347.75,106,35,28
2025-09-08,North,Product C,34770.56,80,25,20
2025-09-08,South,Product A,34929.13,123,40,30
2025-09-08,South,Product B,17989.52,90,30,24
2025-09-08,South,Product C,29731.62,68,22,17
2025-09-15,North,Product A,42792.41,152,50,40
2025-09-15,North,Product B,20260.32,101,33,26
2025-09-15,North,Product C,35211.19,82,26,20
2025-09-15,South,Product A,34662.71,120,38,30
2025-09-15,South,Product B,18152.39,91,30,22
2025-09-15,South,Product C,28607.83,66,22,17
2025-09-22,North,Product A,41445.67,146,48,37
2025-09-22,North,Product B,20715.49,102,33,26
2025-09-22,North,Product C,37215.97,85,27,20
2025-09-22,South,Product A,34188.159999999996,121,40,30
2025-09-22,South,Product B,17968.33,90,30,24
2025-09-22,South,Product C,28171.940000000002,64,20,16
2025-09-29,North,Product A,41188.42,144,46,35
2025-09-29,North,Product B,21777.67,107,35,28
2025-09-29,North,Product C,35991.72,83,26,20
2025-09-29,South,Product A,34219.02,119,39,30
2025-09-29,South,Product B,18116.800000000003,91,29,23
2025-09-29,South,Product C,29755.59,69,22,18
2025-10-06,North,Product A,43552.630000000005,153,50,40
2025-10-06,North,Product B,21402.29,107,34,26
2025-10-06,North,Product C,34682.3,80,26,19
2025-10-06,South,Product A,33395.89,118,38,30
2025-10-06,South,Product B,18157.86,91,29,23
2025-10-06,South,Product C,28942.9,66,22,17
2025-10-13,North,Product A,42496.59,149,48,37
2025-10-13,North,Product B,22128.92,112,35,29
2025-10-13,North,Product C,34947.38,81,26,21
2025-10-13,South,Product A,32039.21,113,36,28
2025-10-13,South,Product B,17998.89,90,29,24
2025-10-13,South,Product C,30680.88,69,22,17
2025-10-20,North,Product A,40813.99,143,46,36
2025-10-20,North,Product B,22048.55,109,35,29
2025-10-20,North,Product C,33431.57,77,25,20
2025-10-20,South,Product A,33031.36,117,38,29
2025-10-20,South,Product B,17656.8,88,30,21
2025-10-20,South,Product C,29458.71,68,22,18
2025-10-27,North,Product A,40509.729999999996,142,47,37
2025-10-27,North,Product B,21971.77,111,36,27
2025-10-27,North,Product C,34643.45,78,26,20
2025-10-27,South,Product A,33233.61,118,38,30
2025-10-27,South,Product B,16810.15,85,28,21
2025-10-27,South,Product C,28843.99,66,22,18
2025-11-03,North,Product A,42479.81,149,48,37
2025-11-03,North,Product B,21877.129999999997,110,35,28
2025-11-03,North,Product C,33261.36,77,25,20
2025-11-03,South,Product A,33464.119999999995,119,38,30
2025-11-03,South,Product B,17056.52,85,28,23
2025-11-03,South,Product C,29499.18,68,21,17
2025-11-10,North,Product A,40595.07,142,47,37
2025-11-10,North,Product B,21877.68,109,35,28
2025-11-10,North,Product C,34658.840000000004,80,26,20
2025-11-10,South,Product A,35965.17,126,41,31
2025-11-10,South,Product B,18231.21,93,31,23
2025-11-10,South,Product C,28434.92,65,21,16
2025-11-17,North,Product A,41274.909999999996,145,47,37
2025-11-17,North,Product B,20224.059999999998,100,33,26
2025-11-17,North,Product C,35585.39,82,26,22
2025-11-17,South,Product A,34284.47,123,40,31
2025-11-17,South,Product B,16694.9,83,27,21
2025-11-17,South,Product C,28068.45,65,21,16
2025-11-24,North,Product A,40123.68,141,46,36
2025-11-24,North,Product B,21797.34,109,35,28
2025-11-24,North,Product C,34974.56,81,26,20
2025-11-24,South,Product A,33947.19,119,39,29
2025-11-24,South,Product B,16901.24,84,27,21
2025-11-24,South,Product C,27346.43,62,21,17
2025-12-01,North,Product A,41358.66,145,47,37
2025-12-01,North,Product B,21197.59,105,34,26
2025-12-01,North,Product C,33867.16,77,25,20
2025-12-01,South,Product A,33371.41,116,37,29
2025-12-01,South,Product B,17097.93,87,27,22
2025-12-01,South,Product C,26961.53,62,21,16
2025-12-08,North,Product A,41003.19,143,46,37
2025-12-08,North,Product B,21083.2,105,33,26
2025-12-08,North,Product C,33805.34,78,26,19
2025-12-08,South,Product A,33429.63,118,38,28
2025-12-08,South,Product B,17836.78,89,29,23
2025-12-08,South,Product C,27832.36,63,21,15
2025-12-15,North,Product A,40714.53,143,46,37
2025-12-15,North,Product B,21601.760000000002,109,36,28
2025-12-15,North,Product C,33560.68,76,26,20
2025-12-15,South,Product A,32209.33,116,39,30
2025-12-15,South,Product B,17183.48,85,29,22
2025-12-15,South,Product C,28690.670000000002,67,22,17
2025-12-22,North,Product A,41256.68,146,47,36
2025-12-22,North,Product B,21497.67,107,35,27
2025-12-22,North,Product C,35545.19,81,26,20
2025-12-22,South,Product A,31252.01,111,36,29
2025-12-22,South,Product B,17148.239999999998,86,28,22
2025-12-22,South,Product C,30440.22,68,23,17
2025-12-29,North,Product A,41218.72,145,48,36
2025-12-29,North,Product B,22609.39,112,36,29
2025-12-29,North,Product C,34983.340000000004,79,27,19
2025-12-29,South,Product A,33736.63,118,40,31
2025-12-29,South,Product B,17343.05,85,28,22
2025-12-29,South,Product C,27955.43,63,21,15
2026-01-05,North,Product A,43336.07,151,50,38
2026-01-05,North,Product B,21787.94,109,35,28
2026-01-05,North,Product C,33698.16,77,24,20
2026-01-05,South,Product A,33277.75,118,38,30
2026-01-05,South,Product B,17688.940000000002,87,28,22
2026-01-05,South,Product C,28387.440000000002,65,20,15
2026-01-12,North,Product A,41677.34,146,47,36
2026-01-12,North,Product B,21666.18,108,35,27
2026-01-12,North,Product C,34647.11,79,26,20
2026-01-12,South,Product A,33268.15,119,39,29
2026-01-12,South,Product B,18371.29,93,30,23
2026-01-12,South,Product C,28746.850000000002,65,21,16
2026-01-19,North,Product A,39746.19,141,45,36
2026-01-19,North,Product B,21315.08,107,35,26
2026-01-19,North,Product C,34413.45,78,25,19
2026-01-19,South,Product A,31452.14,111,36,28
2026-01-19,South,Product B,16491.19,83,27,21
2026-01-19,South,Product C,28391.54,65,21,17
2026-01-26,North,Product A,40631.27,142,46,36
2026-01-26,North,Product B,21596.329999999998,107,35,27
2026-01-26,North,Product C,33674.409999999996,77,24,19
2026-01-26,South,Product A,33801.91,119,38,29
2026-01-26,South,Product B,18005.03,90,29,22
2026-01-26,South,Product C,27752.68,64,21,16
2026-02-02,North,Product A,40242.15,141,46,36
2026-02-02,North,Product B,22161.670000000002,109,35,29
2026-02-02,North,Product C,33564.73,77,25,20
2026-02-02,South,Product A,34891.63,124,40,32
2026-02-02,South,Product B,17248.690000000002,86,29,22
2026-02-02,South,Product C,29759.739999999998,67,22,18
2026-02-09,North,Product A,39184.840000000004,137,44,34
2026-02-09,North,Product B,21339.02,106,33,28
2026-02-09,North,Product C,36798.01,83,27,22
2026-02-09,South,Product A,33273.58,116,37,28
2026-02-09,South,Product B,18408.21,90,30,22
2026-02-09,South,Product C,28108.22,64,21,15
2026-02-16,North,Product A,41870.46,147,48,37
2026-02-16,North,Product B,21036.28,104,34,26
2026-02-16,North,Product C,34742.95,78,26,19
2026-02-16,South,Product A,34441.58,120,40,31
2026-02-16,South,Product B,18225.33,90,29,23
2026-02-16,South,Product C,27905.89,65,20,17
2026-02-23,North,Product A,41648.83,145,47,37
2026-02-23,North,Product B,22176.94,109,36,28
2026-02-23,North,Product C,34244.22,78,25,19
2026-02-23,South,Product A,34086.51,119,38,31
2026-02-23,South,Product B,17413.93,87,29,22
2026-02-23,South,Product C,28280.77,64,21,17
2026-03-02,North,Product A,43193.13,153,49,39
2026-03-02,North,Product B,20482.38,103,32,25
2026-03-02,North,Product C,37175.22,84,27,22
2026-03-02,South,Product A,34427.82,120,39,29
2026-03-02,South,Product B,17351.829999999998,86,28,22
2026-03-02,South,Product C,29249.489999999998,66,22,18
2026-03-09,North,Product A,42943.47,149,48,38
2026-03-09,North,Product B,22576.65,112,36,28
2026-03-09,North,Product C,36001.55,83,27,21
2026-03-09,South,Product A,34233.7,121,39,31
2026-03-09,South,Product B,17418.59,86,28,22
2026-03-09,South,Product C,28779.61,66,20,16
2026-03-16,North,Product A,38257.85,137,44,33
2026-03-16,North,Product B,21139.17,105,34,26
2026-03-16,North,Product C,35134.12,80,27,20
2026-03-16,South,Product A,34540.03,122,40,30
2026-03-16,South,Product B,17660.16,86,28,22
2026-03-16,South,Product C,31302.31,71,22,19
2026-03-23,North,Product A,42220.76,146,47,36
2026-03-23,North,Product B,21692.09,108,35,28
2026-03-23,North,Product C,34847.240000000005,80,26,21
2026-03-23,South,Product A,35459.119999999995,124,41,31
2026-03-23,South,Product B,18071.14,90,29,22
2026-03-23,South,Product C,28388.28,64,21,16
2026-03-30,North,Product A,41877.590000000004,147,48,36
2026-03-30,North,Product B,22205.93,108,35,27
2026-03-30,North,Product C,37050.59,85,27,22
2026-03-30,South,Product A,36580.11,128,42,33
2026-03-30,South,Product B,18918.71,94,31,24
2026-03-30,South,Product C,29577.51,67,22,17
2026-04-06,North,Product A,34318.11,121,40,31
2026-04-06,North,Product B,19318.69,97,31,24
2026-04-06,North,Product C,31741.95,72,23,19
2026-04-06,South,Product A,33253.68,115,37,31
2026-04-06,South,Product B,18300.88,90,30,23
2026-04-06,South,Product C,31055.39,69,23,17
2026-04-13,North,Product A,32863.21,116,38,29
2026-04-13,North,Product B,18809.579999999998,94,30,25
2026-04-13,North,Product C,33079.76,74,25,18
2026-04-13,South,Product A,36849.24,128,43,33
2026-04-13,South,Product B,18676.739999999998,91,30,23
2026-04-13,South,Product C,30261.89,68,23,17
2026-04-20,North,Product A,32792.39,116,38,29
2026-04-20,North,Product B,17516.66,87,28,22
2026-04-20,North,Product C,27969.809999999998,64,21,16
2026-04-20,South,Product A,35586.67,123,40,32
2026-04-20,South,Product B,17989.15,89,30,22
2026-04-20,South,Product C,30364.17,70,23,18
2026-04-27,North,Product A,30645.73,107,35,28
2026-04-27,North,Product B,17613.6,87,28,23
2026-04-27,North,Product C,26673.24,60,21,15
2026-04-27,South,Product A,35916.87,126,40,32
2026-04-27,South,Product B,18340.45,92,30,24
2026-04-27,South,Product C,29611.32,67,22,16
2026-05-04,North,Product A,16352.869999999999,58,19,14
2026-05-04,North,Product B,16717.47,85,28,21
2026-05-04,North,Product C,26540.010000000002,62,19,15
2026-05-04,South,Product A,21161.32,73,25,19
2026-05-04,South,Product B,18266.120000000003,91,30,24
2026-05-04,South,Product C,29171.58,66,21,17
2026-05-11,North,Product A,15577.75,55,17,14
2026-05-11,North,Product B,15512.58,77,24,20
2026-05-11,North,Product C,23715.37,55,18,14
2026-05-11,South,Product A,21362.08,73,24,19
2026-05-11,South,Product B,19174.93,96,31,24
2026-05-11,South,Product C,30276.34,69,23,19
2026-05-18,North,Product A,13873.779999999999,49,16,12
2026-05-18,North,Product B,14290.119999999999,71,24,18
2026-05-18,North,Product C,22483.92,51,17,14
2026-05-18,South,Product A,21238.05,75,24,18
2026-05-18,South,Product B,18444.2,90,29,23
2026-05-18,South,Product C,32228.91,73,25,19
2026-05-25,North,Product A,12613.52,45,14,11
2026-05-25,North,Product B,13957.82,69,23,17
2026-05-25,North,Product C,23157.399999999998,54,17,13
2026-05-25,South,Product A,21414.55,75,24,19
2026-05-25,South,Product B,18498.989999999998,91,30,23
2026-05-25,South,Product C,30992.02,70,23,19
2026-06-01,North,Product A,11644.36,41,14,10
2026-06-01,North,Product B,13061.869999999999,66,22,17
2026-06-01,North,Product C,22112.94,52,17,13
2026-06-01,South,Product A,22141.96,77,25,20
2026-06-01,South,Product B,19087.85,94,30,24
2026-06-01,South,Product C,32114.3,73,23,19
2026-06-08,North,Product A,12162.59,43,14,10
2026-06-08,North,Product B,13635.52,69,22,19
2026-06-08,North,Product C,20855.59,48,15,12
2026-06-08,South,Product A,22054.07,77,26,19
2026-06-08,South,Product B,18338.440000000002,90,29,23
2026-06-08,South,Product C,31597.48,71,22,17
2026-06-15,North,Product A,12005.27,43,14,10
2026-06-15,North,Product B,13440.51,67,22,17
2026-06-15,North,Product C,21474.29,49,15,13
2026-06-15,South,Product A,22143.21,77,25,19
2026-06-15,South,Product B,20668.21,102,32,26
2026-06-15,South,Product C,30337.03,68,23,17
2026-06-22,North,Product A,12098.05,43,14,10
2026-06-22,North,Product B,14298.470000000001,72,23,18
2026-06-22,North,Product C,20496.879999999997,48,16,11
2026-06-22,South,Product A,21460.9,75,25,19
2026-06-22,South,Product B,18247.920000000002,89,29,22
2026-06-22,South,Product C,31338.920000000002,71,24,18
2026-06-29,North,Product A,21851.61,77,24,20
2026-06-29,North,Product B,13115.98,66,22,16
2026-06-29,North,Product C,22267.96,51,18,13
2026-06-29,South,Product A,35603.62,123,40,33
2026-06-29,South,Product B,19177.22,94,31,24
2026-06-29,South,Product C,31865.45,72,24,18
