date,region,product_id,revenue,cost_of_goods,marketing_spend
2023-10-16,North,Product A,35119.79,19651.9,2648.58
2023-10-16,North,Product B,17482.170000000002,10716.94,1251.72
2023-10-16,North,Product C,28256.34,17431.43,2238.8199999999997
2023-10-16,South,Product A,,16261.52,2266.67
2023-10-16,South,Product B,,9150.46,1208.8700000000001
2023-10-16,South,Product C,,14666.39,1837.85
2023-10-16,West,Product A,34096.5,18881.809999999998,2606.11
2023-10-16,West,Product B,16439.469999999998,9968.51,1252.48
2023-10-16,West,Product C,27479.62,16971.62,2061.28
2023-10-23,East,Product A,25390.67,14172.77,1954.7199999999998
2023-10-23,East,Product B,12818.13,7934.13,939.69
2023-10-23,East,Product C,20404.36,12667.35,1648.5800000000002
2023-10-23,North,Product A,37007.1,20460.15,2780.9300000000003
2023-10-23,North,Product B,17809.01,10820.85,1244.65
2023-10-23,North,Product C,27967.82,17348.04,2047.0
2023-10-23,South,Product A,,16493.05,2121.27
2023-10-23,South,Product B,,8964.8,1009.51
2023-10-23,South,Product C,,15817.05,2113.81
2023-10-23,West,Product A,32777.16,18478.54,2509.37
2023-10-23,West,Product B,17039.96,10453.55,1272.07
2023-10-23,West,Product C,27785.8,17004.14,2105.67
2023-10-30,East,Product A,25074.95,13980.64,1762.05
2023-10-30,East,Product B,13343.79,8163.65,1001.28
2023-10-30,East,Product C,21731.13,13470.31,1525.84
2023-10-30,North,Product A,35527.26,19731.81,2676.68
2023-10-30,North,Product B,18192.73,11195.64,1342.96
2023-10-30,North,Product C,30500.21,18930.45,2318.29
2023-10-30,South,Product A,,15840.95,1936.48
2023-10-30,South,Product B,,9282.44,1132.25
2023-10-30,South,Product C,,15154.25,1760.3000000000002
2023-10-30,West,Product A,32252.440000000002,17957.2,2710.06
2023-10-30,West,Product B,17000.88,10484.72,1358.1000000000001
2023-10-30,West,Product C,27346.07,17158.05,2205.2
2023-11-06,East,Product A,23680.850000000002,13206.98,1825.82
2023-11-06,East,Product B,12800.06,7774.03,981.81
2023-11-06,East,Product C,21302.55,13089.220000000001,1632.98
2023-11-06,North,Product A,33746.64,18720.37,2435.16
2023-11-06,North,Product B,18471.92,11349.45,1466.29
2023-11-06,North,Product C,27730.98,17306.79,2085.61
2023-11-06,South,Product A,,15279.59,2166.0699999999997
2023-11-06,South,Product B,,9197.3,1153.1999999999998
2023-11-06,South,Product C,,14252.91,1769.13
2023-11-06,West,Product A,32824.86,17814.12,2543.52
2023-11-06,West,Product B,16832.760000000002,10385.52,1307.35
2023-11-06,West,Product C,27099.08,16954.46,2055.83
2023-11-13,East,Product A,24939.17,13781.08,2052.65
2023-11-13,East,Product B,12702.21,7800.7,884.5
2023-11-13,East,Product C,20084.88,12395.14,1576.3899999999999
2023-11-13,North,Product A,33002.73,17960.89,2434.38
2023-11-13,North,Product B,17954.28,10875.06,1277.8799999999999
2023-11-13,North,Product C,27813.14,17345.95,2093.81
2023-11-13,South,Product A,,15762.36,2076.12
2023-11-13,South,Product B,,9317.42,1350.31
2023-11-13,South,Product C,,14572.33,1711.88
2023-11-13,West,Product A,31668.51,17691.06,2492.57
2023-11-13,West,Product B,16753.72,10307.0,1231.81
2023-11-13,West,Product C,27985.52,17448.44,1975.08
2023-11-20,East,Product A,23911.02,13215.04,1846.67
2023-11-20,East,Product B,12859.68,7876.22,1034.72
2023-11-20,East,Product C,20941.66,12864.369999999999,1566.4
2023-11-20,North,Product A,36478.79,20006.69,2911.37
2023-11-20,North,Product B,18922.46,11517.38,1485.8
2023-11-20,North,Product C,30041.1,18504.48,2220.92
2023-11-20,South,Product A,,15393.95,2110.7200000000003
2023-11-20,South,Product B,,9102.34,1154.91
2023-11-20,South,Product C,,15130.099999999999,1792.22
2023-11-20,West,Product A,31851.04,17757.63,2603.5
2023-11-20,West,Product B,15898.189999999999,9783.36,1232.19
2023-11-20,West,Product C,27386.92,16908.57,2174.9
2023-11-27,East,Product A,25872.33,14311.14,2079.87
2023-11-27,East,Product B,12445.17,7719.29,886.17
2023-11-27,East,Product C,20645.52,12757.61,1580.85
2023-11-27,North,Product A,34103.28,18742.98,2386.43
2023-11-27,North,Product B,18043.14,11064.81,1302.65
2023-11-27,North,Product C,28773.17,17643.95,2070.91
2023-11-27,South,Product A,,15655.35,2090.26
2023-11-27,South,Product B,,9109.77,1113.06
2023-11-27,South,Product C,,14526.619999999999,1925.72
2023-11-27,West,Product A,32777.840000000004,18205.77,2432.54
2023-11-27,West,Product B,16498.14,10145.85,1286.78
2023-11-27,West,Product C,27551.17,17080.24,1938.5
2023-12-04,East,Product A,24737.02,13784.83,2071.0299999999997
2023-12-04,East,Product B,13518.12,8259.41,1062.21
2023-12-04,East,Product C,20822.44,12933.6,1561.38
2023-12-04,North,Product A,34515.9,18820.77,2804.84
2023-12-04,North,Product B,17327.61,10667.119999999999,1311.94
2023-12-04,North,Product C,29679.19,18340.899999999998,2439.35
2023-12-04,South,Product A,,15793.89,2122.89
2023-12-04,South,Product B,,8855.21,1053.76
2023-12-04,South,Product C,,15394.46,1959.45
2023-12-04,West,Product A,31136.55,17293.47,2446.7799999999997
2023-12-04,West,Product B,16729.11,10302.22,1267.07
2023-12-04,West,Product C,26693.62,16524.8,1921.5
2023-12-11,East,Product A,24233.17,13383.029999999999,1728.77
2023-12-11,East,Product B,12310.52,7593.1900000000005,864.52
2023-12-11,East,Product C,20037.55,12501.39,1528.89
2023-12-11,North,Product A,35453.72,19823.989999999998,2688.14
2023-12-11,North,Product B,18727.93,11492.25,1441.3
2023-12-11,North,Product C,28655.62,17718.72,2113.59
2023-12-11,South,Product A,,15826.98,2293.96
2023-12-11,South,Product B,,8818.58,1120.3600000000001
2023-12-11,South,Product C,,15528.380000000001,1847.5700000000002
2023-12-11,West,Product A,30918.63,17022.8,2300.44
2023-12-11,West,Product B,16606.87,10251.69,1224.3600000000001
2023-12-11,West,Product C,26000.0,16185.36,1898.44
2023-12-18,East,Product A,23603.59,13343.59,1857.97
2023-12-18,East,Product B,12015.49,7374.97,880.15
2023-12-18,East,Product C,20987.7,12944.74,1671.33
2023-12-18,North,Product A,34309.83,18917.4,2773.24
2023-12-18,North,Product B,17428.48,10618.75,1334.71
2023-12-18,North,Product C,27899.129999999997,17321.02,2202.69
2023-12-18,South,Product A,,16124.68,2169.2200000000003
2023-12-18,South,Product B,,9043.52,1079.16
2023-12-18,South,Product C,,15459.44,1963.53
2023-12-18,West,Product A,30030.83,16723.63,2342.05
2023-12-18,West,Product B,17524.97,10772.23,1278.96
2023-12-18,West,Product C,27243.329999999998,16733.98,1995.18
2023-12-25,East,Product A,23734.91,13195.81,1806.44
2023-12-25,East,Product B,12100.55,7468.59,950.8299999999999
2023-12-25,East,Product C,20839.71,12816.4,1484.19
2023-12-25,North,Product A,34038.02,18549.34,2640.22
2023-12-25,North,Product B,16917.99,10372.95,1240.48
2023-12-25,North,Product C,28507.55,17833.42,2144.03
2023-12-25,South,Product A,,15419.06,2139.61
2023-12-25,South,Product B,,9096.16,1136.85
2023-12-25,South,Product C,,14982.470000000001,1826.31
2023-12-25,West,Product A,33424.94,18632.420000000002,2438.02
2023-12-25,West,Product B,17027.44,10398.08,1274.8799999999999
2023-12-25,West,Product C,27669.6,16860.59,2261.7999999999997
2024-01-01,East,Product A,23941.86,13104.960000000001,1856.05
2024-01-01,East,Product B,13063.85,7954.6,910.7900000000001
2024-01-01,East,Product C,19916.82,12238.96,1658.56
2024-01-01,North,Product A,35170.64,19351.13,2605.82
2024-01-01,North,Product B,17106.87,10352.48,1306.47
2024-01-01,North,Product C,29253.71,17908.27,2162.4300000000003
2024-01-01,South,Product A,,15469.9,2184.06
2024-01-01,South,Product B,,8717.380000000001,1088.29
2024-01-01,South,Product C,,14237.45,1780.75
2024-01-01,West,Product A,31482.43,17275.51,2259.73
2024-01-01,West,Product B,16624.96,10331.57,1247.34
2024-01-01,West,Product C,27105.94,16721.78,2233.46
2024-01-08,East,Product A,24131.300000000003,13331.9,1876.85
2024-01-08,East,Product B,12755.26,7839.57,918.75
2024-01-08,East,Product C,20844.350000000002,13007.869999999999,1642.71
2024-01-08,North,Product A,34385.38,19105.45,2572.94
2024-01-08,North,Product B,17881.81,10937.36,1398.9
2024-01-08,North,Product C,30598.24,19067.09,2296.64
2024-01-08,South,Product A,,15661.380000000001,1997.4
2024-01-08,South,Product B,,9030.02,1098.82
2024-01-08,South,Product C,,14327.1,1866.65
2024-01-08,West,Product A,31313.34,17409.71,2541.67
2024-01-08,West,Product B,16392.47,9947.49,1135.3600000000001
2024-01-08,West,Product C,27288.09,16948.69,2078.45
2024-01-15,East,Product A,24665.010000000002,13471.529999999999,1881.36
2024-01-15,East,Product B,13232.7,8036.6,977.59
2024-01-15,East,Product C,20812.8,12844.02,1517.6399999999999
2024-01-15,North,Product A,34026.32,18847.57,2509.52
2024-01-15,North,Product B,18795.030000000002,11568.83,1415.2
2024-01-15,North,Product C,28539.57,17585.15,2277.53
2024-01-15,South,Product A,,15394.51,2202.06
2024-01-15,South,Product B,,8864.02,1166.41
2024-01-15,South,Product C,,15324.73,1766.98
2024-01-15,West,Product A,33223.54,18469.71,2659.51
2024-01-15,West,Product B,16451.38,9940.49,1371.47
2024-01-15,West,Product C,27402.6,16821.25,2111.71
2024-01-22,East,Product A,24261.25,13343.380000000001,1778.66
2024-01-22,East,Product B,13081.49,7968.31,1067.5900000000001
2024-01-22,East,Product C,21038.739999999998,13039.59,1655.01
2024-01-22,North,Product A,33219.0,18438.33,2695.4
2024-01-22,North,Product B,17472.23,10756.21,1255.07
2024-01-22,North,Product C,28781.120000000003,17975.89,2185.31
2024-01-22,South,Product A,,16151.5,2300.44
2024-01-22,South,Product B,,8804.41,1045.18
2024-01-22,South,Product C,,14451.74,1800.79
2024-01-22,West,Product A,33369.79,18301.2,2461.76
2024-01-22,West,Product B,16495.51,10072.5,1270.87
2024-01-22,West,Product C,27365.45,17192.52,1979.5
2024-01-29,East,Product A,23689.920000000002,13113.29,1825.52
2024-01-29,East,Product B,12473.65,7630.09,934.96
2024-01-29,East,Product C,20338.93,12739.51,1535.52
2024-01-29,North,Product A,33366.560000000005,18401.35,2542.41
2024-01-29,North,Product B,18074.05,11083.49,1359.65
2024-01-29,North,Product C,30902.6,19102.28,2372.58
2024-01-29,South,Product A,,15078.53,2235.25
2024-01-29,South,Product B,,9166.64,1177.72
2024-01-29,South,Product C,,15113.230000000001,1880.47
2024-01-29,West,Product A,33303.32,18139.21,2411.95
2024-01-29,West,Product B,17337.190000000002,10608.6,1288.85
2024-01-29,West,Product C,27637.29,17143.14,2087.79
2024-02-05,East,Product A,24424.120000000003,13323.07,1921.4
2024-02-05,East,Product B,12366.47,7613.03,930.95
2024-02-05,East,Product C,20670.79,12815.52,1529.18
2024-02-05,North,Product A,36247.229999999996,20280.91,2666.47
2024-02-05,North,Product B,17410.91,10667.81,1251.86
2024-02-05,North,Product C,28769.76,17704.36,2235.73
2024-02-05,South,Product A,,15439.18,2043.39
2024-02-05,South,Product B,,9282.529999999999,1153.92
2024-02-05,South,Product C,,14459.6,1722.94
2024-02-05,West,Product A,33115.72,18094.67,2419.97
2024-02-05,West,Product B,17166.29,10527.59,1243.91
2024-02-05,West,Product C,27050.78,16606.0,1962.9299999999998
2024-02-12,East,Product A,23388.14,13105.220000000001,1819.25
2024-02-12,East,Product B,12001.5,7315.38,942.37
2024-02-12,East,Product C,20821.04,12798.77,1593.08
2024-02-12,North,Product A,36219.08,19800.72,2777.0299999999997
2024-02-12,North,Product B,18089.01,10937.01,1466.57
2024-02-12,North,Product C,27336.68,16895.9,2107.5699999999997
2024-02-12,South,Product A,,15397.03,2113.59
2024-02-12,South,Product B,,9579.54,1220.17
2024-02-12,South,Product C,,14656.369999999999,1841.44
2024-02-12,West,Product A,31245.06,17185.52,2384.62
2024-02-12,West,Product B,16677.48,10180.69,1252.4
2024-02-12,West,Product C,26570.300000000003,16356.8,2014.3899999999999
2024-02-19,East,Product A,24324.19,13415.6,1944.26
2024-02-19,East,Product B,13143.53,7913.91,996.19
2024-02-19,East,Product C,21139.38,12892.79,1807.18
2024-02-19,North,Product A,34981.76,19229.829999999998,2440.6099999999997
2024-02-19,North,Product B,18324.32,11109.33,1397.87
2024-02-19,North,Product C,30529.739999999998,18640.5,2324.61
2024-02-19,South,Product A,,15907.22,2060.52
2024-02-19,South,Product B,,9308.93,1120.12
2024-02-19,South,Product C,,15122.25,1865.1000000000001
2024-02-19,West,Product A,31771.95,17438.0,2261.17
2024-02-19,West,Product B,16552.25,10116.07,1233.05
2024-02-19,West,Product C,25960.2,16075.58,1960.8899999999999
2024-02-26,East,Product A,24539.25,13575.11,1765.58
2024-02-26,East,Product B,12946.66,8009.17,1000.5799999999999
2024-02-26,East,Product C,21279.86,12974.56,1673.5
2024-02-26,North,Product A,34263.36,18708.56,2545.98
2024-02-26,North,Product B,17919.72,10859.49,1276.67
2024-02-26,North,Product C,30092.61,18365.49,2432.62
2024-02-26,South,Product A,,15481.64,2007.48
2024-02-26,South,Product B,,9185.449999999999,1158.0500000000002
2024-02-26,South,Product C,,16513.66,2041.18
2024-02-26,West,Product A,33949.52,18976.86,2520.56
2024-02-26,West,Product B,17151.08,10525.220000000001,1318.29
2024-02-26,West,Product C,26739.31,16418.24,1933.34
2024-03-04,East,Product A,24943.01,13780.4,1775.2
2024-03-04,East,Product B,13477.42,8231.4,961.74
2024-03-04,East,Product C,21366.47,13132.33,1481.27
2024-03-04,North,Product A,37099.76,20247.76,2684.41
2024-03-04,North,Product B,18300.65,11123.7,1458.03
2024-03-04,North,Product C,29174.5,17685.99,2255.95
2024-03-04,South,Product A,,16021.880000000001,2114.7
2024-03-04,South,Product B,,8937.27,1043.55
2024-03-04,South,Product C,,15275.19,2020.47
2024-03-04,West,Product A,31191.98,17178.01,2325.88
2024-03-04,West,Product B,16747.420000000002,10266.83,1246.08
2024-03-04,West,Product C,27632.46,17135.6,2056.39
2024-03-11,East,Product A,24670.89,13475.76,1815.75
2024-03-11,East,Product B,12971.03,8050.49,992.6800000000001
2024-03-11,East,Product C,20515.11,12540.04,1510.89
2024-03-11,North,Product A,35350.55,19460.48,2586.41
2024-03-11,North,Product B,18535.68,11264.039999999999,1453.3700000000001
2024-03-11,North,Product C,30430.04,18593.23,2425.65
2024-03-11,South,Product A,,15260.73,2242.8599999999997
2024-03-11,South,Product B,,9639.35,1199.51
2024-03-11,South,Product C,,15216.89,1886.24
2024-03-11,West,Product A,32960.07,17917.41,2400.7
2024-03-11,West,Product B,16607.86,10093.210000000001,1315.25
2024-03-11,West,Product C,27991.77,17309.36,2060.12
2024-03-18,East,Product A,25051.25,13859.81,1627.53
2024-03-18,East,Product B,13389.41,8182.07,1039.25
2024-03-18,East,Product C,21790.0,13362.73,1605.8700000000001
2024-03-18,North,Product A,35397.47,19405.440000000002,2639.66
2024-03-18,North,Product B,18013.33,10955.19,1268.57
2024-03-18,North,Product C,30273.02,18599.64,2080.66
2024-03-18,South,Product A,,15789.42,2148.37
2024-03-18,South,Product B,,9618.6,1157.3999999999999
2024-03-18,South,Product C,,14958.380000000001,1867.73
2024-03-18,West,Product A,34325.95,18741.190000000002,2534.57
2024-03-18,West,Product B,16734.57,10122.1,1250.22
2024-03-18,West,Product C,27361.04,17102.76,2292.29
2024-03-25,East,Product A,24358.120000000003,13297.71,1734.37
2024-03-25,East,Product B,12591.0,7698.42,977.01
2024-03-25,East,Product C,20309.9,12679.95,1539.73
2024-03-25,North,Product A,35147.11,19158.77,2796.93
2024-03-25,North,Product B,18879.03,11554.6,1461.1999999999998
2024-03-25,North,Product C,29210.379999999997,17994.69,2201.4
2024-03-25,South,Product A,,15734.64,2160.34
2024-03-25,South,Product B,,9608.48,1265.58
2024-03-25,South,Product C,,14977.460000000001,1760.78
2024-03-25,West,Product A,31501.32,17188.510000000002,2316.15
2024-03-25,West,Product B,17501.309999999998,10662.98,1323.87
2024-03-25,West,Product C,28270.2,17512.27,2223.07
2024-04-01,East,Product A,24728.670000000002,13687.9,1952.04
2024-04-01,East,Product B,13636.14,8372.89,996.28
2024-04-01,East,Product C,21647.66,13304.029999999999,1807.77
2024-04-01,North,Product A,36305.01,19875.21,2716.7200000000003
2024-04-01,North,Product B,18392.28,11167.11,1355.1
2024-04-01,North,Product C,31268.71,19120.89,2363.8
2024-04-01,South,Product A,,17282.8,2489.92
2024-04-01,South,Product B,,9268.17,1216.26
2024-04-01,South,Product C,,15607.89,1899.1
2024-04-01,West,Product A,32777.24,18170.54,2562.6800000000003
2024-04-01,West,Product B,16684.72,10085.01,1226.14
2024-04-01,West,Product C,28849.89,17796.36,2172.05
2024-04-08,East,Product A,26281.32,14423.03,2200.2200000000003
2024-04-08,East,Product B,13438.58,8120.110000000001,968.1
2024-04-08,East,Product C,22207.0,13495.779999999999,1737.48
2024-04-08,North,Product A,35894.4,19776.4,2634.17
2024-04-08,North,Product B,19195.420000000002,11774.99,1444.43
2024-04-08,North,Product C,31718.89,19259.99,2404.46
2024-04-08,South,Product A,,16397.9,2290.41
2024-04-08,South,Product B,,9368.08,1089.22
2024-04-08,South,Product C,,14958.76,1830.33
2024-04-08,West,Product A,33150.99,17972.91,2534.74
2024-04-08,West,Product B,18695.739999999998,11432.17,1351.26
2024-04-08,West,Product C,27975.57,17503.6,2134.02
2024-04-15,East,Product A,25644.31,14204.050000000001,1899.67
2024-04-15,East,Product B,13086.550000000001,8079.4400000000005,1017.25
2024-04-15,East,Product C,19942.02,12247.13,1510.48
2024-04-15,North,Product A,36811.57,20448.77,2773.2999999999997
2024-04-15,North,Product B,19615.05,11838.5,1578.95
2024-04-15,North,Product C,30083.19,18495.4,2262.53
2024-04-15,South,Product A,,17257.05,2230.24
2024-04-15,South,Product B,,9090.65,1118.57
2024-04-15,South,Product C,,15519.26,1912.83
2024-04-15,West,Product A,32251.050000000003,17920.69,2431.6
2024-04-15,West,Product B,17383.07,10569.71,1357.57
2024-04-15,West,Product C,29473.600000000002,18067.36,2243.29
2024-04-22,East,Product A,26458.48,14413.54,2082.1800000000003
2024-04-22,East,Product B,13900.56,8412.51,1090.65
2024-04-22,East,Product C,20697.37,12932.83,1665.04
2024-04-22,North,Product A,36267.14,19899.64,2849.99
2024-04-22,North,Product B,19397.89,11759.26,1571.31
2024-04-22,North,Product C,29951.09,18576.43,2327.49
2024-04-22,South,Product A,,16023.560000000001,2255.75
2024-04-22,South,Product B,,10212.09,1257.17
2024-04-22,South,Product C,,15734.7,1944.75
2024-04-22,West,Product A,35857.8,19725.489999999998,2683.58
2024-04-22,West,Product B,17713.54,10784.64,1426.46
2024-04-22,West,Product C,28750.35,17748.7,2223.48
2024-04-29,East,Product A,26455.87,14775.6,2044.17
2024-04-29,East,Product B,13422.34,8200.75,1007.63
2024-04-29,East,Product C,22480.37,13805.289999999999,1844.51
2024-04-29,North,Product A,34774.299999999996,19212.86,2715.3
2024-04-29,North,Product B,19430.37,11613.07,1582.67
2024-04-29,North,Product C,30476.85,18538.95,2172.77
2024-04-29,South,Product A,,15335.89,1882.43
2024-04-29,South,Product B,,9444.98,1193.03
2024-04-29,South,Product C,,15225.55,1785.63
2024-04-29,West,Product A,33489.03,18422.86,2362.08
2024-04-29,West,Product B,17384.98,10573.36,1330.28
2024-04-29,West,Product C,29301.37,18273.47,2269.14
2024-05-06,East,Product A,26012.72,14474.07,2034.03
2024-05-06,East,Product B,13802.99,8328.05,996.0699999999999
2024-05-06,East,Product C,22933.4,13972.98,1641.55
2024-05-06,North,Product A,37916.67,21202.39,2814.01
2024-05-06,North,Product B,19379.329999999998,11792.69,1472.42
2024-05-06,North,Product C,32089.53,19542.739999999998,2653.54
2024-05-06,South,Product A,,16594.42,2337.12
2024-05-06,South,Product B,,9710.91,1148.07
2024-05-06,South,Product C,,16308.75,2025.09
2024-05-06,West,Product A,32902.09,18025.23,2598.18
2024-05-06,West,Product B,17756.35,10748.13,1332.23
2024-05-06,West,Product C,29586.88,18397.13,2148.2
2024-05-13,East,Product A,27714.27,15212.73,2068.69
2024-05-13,East,Product B,13986.960000000001,8542.24,1028.95
2024-05-13,East,Product C,22136.59,13422.22,1659.48
2024-05-13,North,Product A,35773.87,19666.75,2730.3
2024-05-13,North,Product B,18514.87,11244.7,1323.47
2024-05-13,North,Product C,31426.57,19427.07,2297.06
2024-05-13,South,Product A,,17240.95,2388.64
2024-05-13,South,Product B,,9438.35,1148.53
2024-05-13,South,Product C,,15749.86,2003.63
2024-05-13,West,Product A,34980.74,19250.84,2581.9700000000003
2024-05-13,West,Product B,18254.72,11081.44,1254.02
2024-05-13,West,Product C,29139.42,17990.52,2283.36
2024-05-20,East,Product A,25085.61,13676.1,2021.67
2024-05-20,East,Product B,13494.98,8233.699999999999,1020.69
2024-05-20,East,Product C,21964.8,13446.22,1673.75
2024-05-20,North,Product A,37240.78,20174.14,2872.34
2024-05-20,North,Product B,19181.88,11705.15,1522.04
2024-05-20,North,Product C,32165.239999999998,19737.96,2562.35
2024-05-20,South,Product A,,15799.210000000001,2128.37
2024-05-20,South,Product B,,9564.9,1226.29
2024-05-20,South,Product C,,16145.48,2040.97
2024-05-20,West,Product A,33614.38,18691.71,2492.6
2024-05-20,West,Product B,18608.71,11121.35,1504.8899999999999
2024-05-20,West,Product C,28521.440000000002,17636.65,2252.52
2024-05-27,East,Product A,25862.61,14160.18,1960.02
2024-05-27,East,Product B,12980.68,7916.3,1014.5
2024-05-27,East,Product C,22237.59,13617.67,1661.58
2024-05-27,North,Product A,37951.31,20572.34,2765.94
2024-05-27,North,Product B,19077.71,11632.05,1384.18
2024-05-27,North,Product C,30885.25,18972.64,2261.25
2024-05-27,South,Product A,,16375.59,2450.92
2024-05-27,South,Product B,,9543.279999999999,1210.3
2024-05-27,South,Product C,,16182.0,1992.56
2024-05-27,West,Product A,34264.63,18637.02,2556.3
2024-05-27,West,Product B,19103.27,11596.68,1526.68
2024-05-27,West,Product C,27198.95,16704.54,2009.3999999999999
2024-06-03,East,Product A,26015.05,14340.7,2049.69
2024-06-03,East,Product B,13073.67,7938.36,968.62
2024-06-03,East,Product C,23238.94,14157.65,1808.72
2024-06-03,North,Product A,35261.44,19218.010000000002,2714.96
2024-06-03,North,Product B,19448.25,12004.949999999999,1500.73
2024-06-03,North,Product C,31849.98,19696.05,2485.75
2024-06-03,South,Product A,,16891.78,2203.88
2024-06-03,South,Product B,,9979.039999999999,1313.17
2024-06-03,South,Product C,,15687.650000000001,1938.79
2024-06-03,West,Product A,35340.69,19269.32,2627.76
2024-06-03,West,Product B,17708.71,10749.76,1224.3700000000001
2024-06-03,West,Product C,29928.84,18420.43,2108.23
2024-06-10,East,Product A,26057.86,14434.630000000001,2065.19
2024-06-10,East,Product B,14224.74,8537.869999999999,1165.29
2024-06-10,East,Product C,22334.87,13568.43,1931.0
2024-06-10,North,Product A,36565.19,19980.83,2713.45
2024-06-10,North,Product B,20172.28,12321.74,1536.44
2024-06-10,North,Product C,32630.81,20405.4,2400.8
2024-06-10,South,Product A,,16670.18,2286.53
2024-06-10,South,Product B,,9735.42,1242.56
2024-06-10,South,Product C,,16404.93,2041.26
2024-06-10,West,Product A,37265.909999999996,20044.45,2785.3
2024-06-10,West,Product B,19222.36,11607.91,1413.5
2024-06-10,West,Product C,31074.309999999998,19135.37,2046.28
2024-06-17,East,Product A,26315.6,14336.92,2037.19
2024-06-17,East,Product B,13045.61,7952.3,888.0899999999999
2024-06-17,East,Product C,23042.21,14161.7,1635.01
2024-06-17,North,Product A,38564.22,20978.79,2928.63
2024-06-17,North,Product B,19339.41,11764.7,1401.2
2024-06-17,North,Product C,32346.34,19800.41,2538.24
2024-06-17,South,Product A,,17750.0,2472.1
2024-06-17,South,Product B,,9583.369999999999,1278.24
2024-06-17,South,Product C,,15948.4,1964.17
2024-06-17,West,Product A,36468.369999999995,19781.52,2708.48
2024-06-17,West,Product B,18381.84,11167.99,1362.64
2024-06-17,West,Product C,29456.33,17981.2,2322.2
2024-06-24,East,Product A,28163.13,15216.66,2127.1
2024-06-24,East,Product B,14512.48,8848.09,1101.52
2024-06-24,East,Product C,23199.12,14195.92,1780.2
2024-06-24,North,Product A,37128.06,20093.57,2868.59
2024-06-24,North,Product B,19905.23,12004.56,1506.95
2024-06-24,North,Product C,32188.77,19710.7,2471.39
2024-06-24,South,Product A,,17111.1,2235.7200000000003
2024-06-24,South,Product B,,9687.6,1199.75
2024-06-24,South,Product C,,15804.25,1983.39
2024-06-24,West,Product A,34003.15,18504.989999999998,2568.45
2024-06-24,West,Product B,17812.48,10803.41,1311.81
2024-06-24,West,Product C,31721.32,19665.53,2383.92
2024-07-01,East,Product A,28320.09,15351.35,2289.85
2024-07-01,East,Product B,14704.380000000001,8745.93,1156.93
2024-07-01,East,Product C,22362.89,13675.7,1724.46
2024-07-01,North,Product A,39095.9,21467.44,2866.54
2024-07-01,North,Product B,20453.52,12374.56,1630.28
2024-07-01,North,Product C,31820.809999999998,19393.93,2467.49
2024-07-01,South,Product A,,17707.43,2485.85
2024-07-01,South,Product B,,10200.32,1305.95
2024-07-01,South,Product C,,15913.560000000001,1929.63
2024-07-01,West,Product A,35607.66,19671.16,2557.27
2024-07-01,West,Product B,18098.57,10955.460000000001,1484.07
2024-07-01,West,Product C,29540.98,18182.91,2227.25
2024-07-08,East,Product A,26577.35,14497.73,2115.19
2024-07-08,East,Product B,13978.78,8547.6,1068.26
2024-07-08,East,Product C,22071.27,13563.78,1736.47
2024-07-08,North,Product A,37448.979999999996,20096.36,2846.71
2024-07-08,North,Product B,20481.61,12283.59,1552.75
2024-07-08,North,Product C,31138.3,19326.75,2452.75
2024-07-08,South,Product A,,16968.690000000002,2313.2599999999998
2024-07-08,South,Product B,,10108.34,1209.9
2024-07-08,South,Product C,,16403.45,2008.02
2024-07-08,West,Product A,36623.87,19800.88,2795.92
2024-07-08,West,Product B,19353.07,11551.84,1550.41
2024-07-08,West,Product C,30533.82,18810.14,2171.19
2024-07-15,East,Product A,27875.489999999998,15195.5,2278.56
2024-07-15,East,Product B,13931.970000000001,8596.23,1158.9099999999999
2024-07-15,East,Product C,22339.870000000003,13748.83,1623.21
2024-07-15,North,Product A,38144.28,20611.739999999998,2922.17
2024-07-15,North,Product B,20169.16,12305.900000000001,1709.1
2024-07-15,North,Product C,30951.420000000002,19182.4,2206.13
2024-07-15,South,Product A,,17689.57,2259.4700000000003
2024-07-15,South,Product B,,10314.07,1370.01
2024-07-15,South,Product C,,15425.53,1854.3899999999999
2024-07-15,West,Product A,35950.26,19485.92,2836.59
2024-07-15,West,Product B,19293.78,11673.73,1427.04
2024-07-15,West,Product C,30487.11,18659.489999999998,2210.64
2024-07-22,East,Product A,27248.7,14781.21,2053.07
2024-07-22,East,Product B,13851.98,8369.35,1043.88
2024-07-22,East,Product C,22893.39,14230.52,1743.32
2024-07-22,North,Product A,38112.19,20823.33,2958.48
2024-07-22,North,Product B,19712.27,11936.3,1521.31
2024-07-22,North,Product C,31076.65,18962.440000000002,2265.71
2024-07-22,South,Product A,,17258.09,2504.73
2024-07-22,South,Product B,,10163.89,1316.23
2024-07-22,South,Product C,,16893.32,1940.97
2024-07-22,West,Product A,35393.369999999995,19336.2,2553.94
2024-07-22,West,Product B,17906.45,10860.02,1247.6599999999999
2024-07-22,West,Product C,30491.260000000002,18801.079999999998,2322.8199999999997
2024-07-29,East,Product A,26010.43,14211.63,2018.35
2024-07-29,East,Product B,14739.54,8749.6,1204.72
2024-07-29,East,Product C,23987.05,14728.630000000001,1778.1299999999999
2024-07-29,North,Product A,38672.03,21181.52,2983.88
2024-07-29,North,Product B,20560.07,12346.37,1510.03
2024-07-29,North,Product C,32748.46,19966.03,2512.0499999999997
2024-07-29,South,Product A,,17406.64,2234.42
