date,region,product_id,fulfilled_orders,stockout_events
2024-04-22,North,Product B,32,1
2024-04-22,North,Product C,23,0
2024-04-22,South,Product A,35,1
2024-04-22,South,Product B,28,0
2024-04-22,South,Product C,20,0
2024-04-22,West,Product A,42,1
2024-04-22,West,Product B,29,0
2024-04-22,West,Product C,22,0
2024-04-29,East,Product A,32,0
2024-04-29,East,Product B,23,1
2024-04-29,East,Product C,17,0
2024-04-29,North,Product A,42,2
2024-04-29,North,Product B,32,1
2024-04-29,North,Product C,23,0
2024-04-29,South,Product A,32,0
2024-04-29,South,Product B,26,0
2024-04-29,South,Product C,19,0
2024-04-29,West,Product A,40,2
2024-04-29,West,Product B,30,1
2024-04-29,West,Product C,22,0
2024-05-06,East,Product A,32,0
2024-05-06,East,Product B,23,0
2024-05-06,East,Product C,17,0
2024-05-06,North,Product A,45,3
2024-05-06,North,Product B,32,1
2024-05-06,North,Product C,25,0
2024-05-06,South,Product A,35,1
2024-05-06,South,Product B,27,0
2024-05-06,South,Product C,20,0
2024-05-06,West,Product A,39,1
2024-05-06,West,Product B,30,1
2024-05-06,West,Product C,23,0
2024-05-13,East,Product A,33,0
2024-05-13,East,Product B,24,0
2024-05-13,East,Product C,16,0
2024-05-13,North,Product A,43,1
2024-05-13,North,Product B,30,0
2024-05-13,North,Product C,24,0
2024-05-13,South,Product A,38,1
2024-05-13,South,Product B,25,0
2024-05-13,South,Product C,19,0
2024-05-13,West,Product A,42,3
2024-05-13,West,Product B,31,1
2024-05-13,West,Product C,23,0
2024-05-20,East,Product A,30,1
2024-05-20,East,Product B,22,0
2024-05-20,East,Product C,16,0
2024-05-20,North,Product A,44,3
2024-05-20,North,Product B,32,0
2024-05-20,North,Product C,25,0
2024-05-20,South,Product A,33,2
2024-05-20,South,Product B,26,0
2024-05-20,South,Product C,21,0
2024-05-20,West,Product A,40,2
2024-05-20,West,Product B,31,0
2024-05-20,West,Product C,23,0
2024-05-27,East,Product A,30,1
2024-05-27,East,Product B,23,0
2024-05-27,East,Product C,16,0
2024-05-27,North,Product A,45,3
2024-05-27,North,Product B,32,1
2024-05-27,North,Product C,24,0
2024-05-27,South,Product A,35,1
2024-05-27,South,Product B,26,0
2024-05-27,South,Product C,19,0
2024-05-27,West,Product A,40,2
2024-05-27,West,Product B,31,1
2024-05-27,West,Product C,21,0
2024-06-03,East,Product A,31,1
2024-06-03,East,Product B,23,0
2024-06-03,East,Product C,17,0
2024-06-03,North,Product A,42,2
2024-06-03,North,Product B,32,1
2024-06-03,North,Product C,24,0
2024-06-03,South,Product A,35,0
2024-06-03,South,Product B,27,0
2024-06-03,South,Product C,20,0
2024-06-03,West,Product A,41,2
2024-06-03,West,Product B,30,0
2024-06-03,West,Product C,23,0
2024-06-10,East,Product A,31,1
2024-06-10,East,Product B,23,0
2024-06-10,East,Product C,17,0
2024-06-10,North,Product A,43,0
2024-06-10,North,Product B,35,1
2024-06-10,North,Product C,25,0
2024-06-10,South,Product A,36,0
2024-06-10,South,Product B,27,0
2024-06-10,South,Product C,20,0
2024-06-10,West,Product A,43,1
2024-06-10,West,Product B,31,1
2024-06-10,West,Product C,24,0
2024-06-17,East,Product A,31,0
2024-06-17,East,Product B,22,0
2024-06-17,East,Product C,17,0
2024-06-17,North,Product A,44,1
2024-06-17,North,Product B,31,1
2024-06-17,North,Product C,25,0
2024-06-17,South,Product A,38,1
2024-06-17,South,Product B,27,1
2024-06-17,South,Product C,20,0
2024-06-17,West,Product A,42,2
2024-06-17,West,Product B,32,0
2024-06-17,West,Product C,22,0
2024-06-24,East,Product A,33,0
2024-06-24,East,Product B,25,0
2024-06-24,East,Product C,18,0
2024-06-24,North,Product A,43,3
2024-06-24,North,Product B,33,0
2024-06-24,North,Product C,24,0
2024-06-24,South,Product A,37,0
2024-06-24,South,Product B,26,0
2024-06-24,South,Product C,20,0
2024-06-24,West,Product A,40,1
2024-06-24,West,Product B,30,0
2024-06-24,West,Product C,25,0
2024-07-01,East,Product A,33,1
2024-07-01,East,Product B,24,1
2024-07-01,East,Product C,17,0
2024-07-01,North,Product A,46,1
2024-07-01,North,Product B,34,0
2024-07-01,North,Product C,25,0
2024-07-01,South,Product A,39,2
2024-07-01,South,Product B,28,2
2024-07-01,South,Product C,19,0
2024-07-01,West,Product A,42,1
2024-07-01,West,Product B,29,0
2024-07-01,West,Product C,23,0
2024-07-08,East,Product A,32,0
2024-07-08,East,Product B,23,0
2024-07-08,East,Product C,17,0
2024-07-08,North,Product A,44,0
2024-07-08,North,Product B,34,0
2024-07-08,North,Product C,24,0
2024-07-08,South,Product A,37,1
2024-07-08,South,Product B,28,1
2024-07-08,South,Product C,20,0
2024-07-08,West,Product A,43,2
2024-07-08,West,Product B,31,0
2024-07-08,West,Product C,23,0
2024-07-15,East,Product A,33,0
2024-07-15,East,Product B,23,0
2024-07-15,East,Product C,17,0
2024-07-15,North,Product A,44,2
2024-07-15,North,Product B,33,1
2024-07-15,North,Product C,24,0
2024-07-15,South,Product A,37,0
2024-07-15,South,Product B,28,0
2024-07-15,South,Product C,19,0
2024-07-15,West,Product A,43,2
2024-07-15,West,Product B,32,0
2024-07-15,West,Product C,24,0
2024-07-22,East,Product A,32,1
2024-07-22,East,Product B,23,0
2024-07-22,East,Product C,19,0
2024-07-22,North,Product A,45,2
2024-07-22,North,Product B,32,1
2024-07-22,North,Product C,24,0
2024-07-22,South,Product A,36,1
2024-07-22,South,Product B,28,1
2024-07-22,South,Product C,22,0
2024-07-22,West,Product A,43,0
2024-07-22,West,Product B,29,1
2024-07-22,West,Product C,23,0
2024-07-29,East,Product A,30,0
2024-07-29,East,Product B,25,0
2024-07-29,East,Product C,18,0
2024-07-29,North,Product A,46,1
2024-07-29,North,Product B,34,1
2024-07-29,North,Product C,25,0
2024-07-29,South,Product A,37,1
2024-07-29,South,Product B,29,0
2024-07-29,South,Product C,19,0
2024-07-29,West,Product A,40,2
2024-07-29,West,Product B,31,1
2024-07-29,West,Product C,25,0
2024-08-05,East,Product A,32,0
2024-08-05,East,Product B,22,0
2024-08-05,East,Product C,17,0
2024-08-05,North,Product A,43,2
2024-08-05,North,Product B,34,0
2024-08-05,North,Product C,25,0
2024-08-05,South,Product A,37,1
2024-08-05,South,Product B,26,0
2024-08-05,South,Product C,21,0
2024-08-05,West,Product A,41,1
2024-08-05,West,Product B,31,1
2024-08-05,West,Product C,24,0
2024-08-12,East,Product A,32,2
2024-08-12,East,Product B,23,0
2024-08-12,East,Product C,19,0
2024-08-12,North,Product A,43,1
2024-08-12,North,Product B,34,0
2024-08-12,North,Product C,26,0
2024-08-12,South,Product A,36,1
2024-08-12,South,Product B,27,0
2024-08-12,South,Product C,21,0
2024-08-12,West,Product A,41,1
2024-08-12,West,Product B,31,1
2024-08-12,West,Product C,22,0
2024-08-19,East,Product A,32,1
2024-08-19,East,Product B,24,0
2024-08-19,East,Product C,17,0
2024-08-19,North,Product A,46,3
2024-08-19,North,Product B,34,1
2024-08-19,North,Product C,26,0
2024-08-19,South,Product A,36,1
2024-08-19,South,Product B,26,1
2024-08-19,South,Product C,21,0
2024-08-19,West,Product A,44,2
2024-08-19,West,Product B,31,0
2024-08-19,West,Product C,23,0
2024-08-26,East,Product A,32,0
2024-08-26,East,Product B,23,0
2024-08-26,East,Product C,18,0
2024-08-26,North,Product A,45,2
2024-08-26,North,Product B,35,0
2024-08-26,North,Product C,23,0
2024-08-26,South,Product A,39,3
2024-08-26,South,Product B,28,0
2024-08-26,South,Product C,22,0
2024-08-26,West,Product A,41,1
2024-08-26,West,Product B,31,0
2024-08-26,West,Product C,23,0
2024-09-02,East,Product A,31,1
2024-09-02,East,Product B,23,0
2024-09-02,East,Product C,18,0
2024-09-02,North,Product A,47,0
2024-09-02,North,Product B,32,1
2024-09-02,North,Product C,24,0
2024-09-02,South,Product A,37,0
2024-09-02,South,Product B,28,1
2024-09-02,South,Product C,21,0
2024-09-02,West,Product A,41,1
2024-09-02,West,Product B,30,0
2024-09-02,West,Product C,23,0
2024-09-09,East,Product A,33,0
2024-09-09,East,Product B,23,0
2024-09-09,East,Product C,16,0
2024-09-09,North,Product A,47,3
2024-09-09,North,Product B,33,0
2024-09-09,North,Product C,25,0
2024-09-09,South,Product A,36,1
2024-09-09,South,Product B,28,1
2024-09-09,South,Product C,20,0
2024-09-09,West,Product A,43,1
2024-09-09,West,Product B,32,0
2024-09-09,West,Product C,23,0
2024-09-16,East,Product A,31,0
2024-09-16,East,Product B,23,0
2024-09-16,East,Product C,18,0
2024-09-16,North,Product A,46,1
2024-09-16,North,Product B,35,1
2024-09-16,North,Product C,24,0
2024-09-16,South,Product A,36,1
2024-09-16,South,Product B,26,1
2024-09-16,South,Product C,20,0
2024-09-16,West,Product A,39,2
2024-09-16,West,Product B,32,0
2024-09-16,West,Product C,24,0
2024-09-23,East,Product A,32,0
2024-09-23,East,Product B,24,0
2024-09-23,East,Product C,18,0
2024-09-23,North,Product A,45,2
2024-09-23,North,Product B,34,0
2024-09-23,North,Product C,26,0
2024-09-23,South,Product A,37,1
2024-09-23,South,Product B,27,0
2024-09-23,South,Product C,19,0
2024-09-23,West,Product A,43,2
2024-09-23,West,Product B,29,0
2024-09-23,West,Product C,23,0
2024-09-30,East,Product A,32,1
2024-09-30,East,Product B,23,0
2024-09-30,East,Product C,17,0
2024-09-30,North,Product A,44,2
2024-09-30,North,Product B,34,1
2024-09-30,North,Product C,23,0
2024-09-30,South,Product A,36,1
2024-09-30,South,Product B,28,0
2024-09-30,South,Product C,21,0
2024-09-30,West,Product A,42,3
2024-09-30,West,Product B,31,0
2024-09-30,West,Product C,23,0
2024-10-07,East,Product A,32,0
2024-10-07,East,Product B,24,0
2024-10-07,East,Product C,16,0
2024-10-07,North,Product A,43,1
2024-10-07,North,Product B,33,1
2024-10-07,North,Product C,24,0
2024-10-07,South,Product A,38,1
2024-10-07,South,Product B,29,0
2024-10-07,South,Product C,20,0
2024-10-07,West,Product A,41,1
2024-10-07,West,Product B,30,0
2024-10-07,West,Product C,23,0
2024-10-14,East,Product A,33,0
2024-10-14,East,Product B,23,0
2024-10-14,East,Product C,17,0
2024-10-14,North,Product A,44,1
2024-10-14,North,Product B,32,0
2024-10-14,North,Product C,24,0
2024-10-14,South,Product A,36,2
2024-10-14,South,Product B,27,0
2024-10-14,South,Product C,20,0
2024-10-14,West,Product A,42,3
2024-10-14,West,Product B,31,1
2024-10-14,West,Product C,23,0
2024-10-21,East,Product A,32,0
2024-10-21,East,Product B,23,0
2024-10-21,East,Product C,18,0
2024-10-21,North,Product A,46,2
2024-10-21,North,Product B,32,0
2024-10-21,North,Product C,24,0
2024-10-21,South,Product A,35,2
2024-10-21,South,Product B,28,0
2024-10-21,South,Product C,20,0
2024-10-21,West,Product A,43,2
2024-10-21,West,Product B,31,1
2024-10-21,West,Product C,24,0
2024-10-28,East,Product A,30,0
2024-10-28,East,Product B,24,0
2024-10-28,East,Product C,18,0
2024-10-28,North,Product A,47,3
2024-10-28,North,Product B,32,0
2024-10-28,North,Product C,25,0
2024-10-28,South,Product A,36,2
2024-10-28,South,Product B,27,0
2024-10-28,South,Product C,20,0
2024-10-28,West,Product A,40,2
2024-10-28,West,Product B,28,1
2024-10-28,West,Product C,23,0
2024-11-04,East,Product A,30,0
2024-11-04,East,Product B,23,0
2024-11-04,East,Product C,17,0
2024-11-04,North,Product A,43,2
2024-11-04,North,Product B,32,0
2024-11-04,North,Product C,25,0
2024-11-04,South,Product A,38,0
2024-11-04,South,Product B,26,0
2024-11-04,South,Product C,21,0
2024-11-04,West,Product A,40,0
2024-11-04,West,Product B,31,0
2024-11-04,West,Product C,22,0
2024-11-11,East,Product A,31,1
2024-11-11,East,Product B,22,0
2024-11-11,East,Product C,18,0
2024-11-11,North,Product A,41,1
2024-11-11,North,Product B,35,0
2024-11-11,North,Product C,24,0
2024-11-11,South,Product A,37,1
2024-11-11,South,Product B,29,0
2024-11-11,South,Product C,21,0
2024-11-11,West,Product A,39,1
2024-11-11,West,Product B,30,1
2024-11-11,West,Product C,22,0
2024-11-18,East,Product A,32,0
2024-11-18,East,Product B,22,0
2024-11-18,East,Product C,16,0
2024-11-18,North,Product A,44,2
2024-11-18,North,Product B,34,1
2024-11-18,North,Product C,23,0
2024-11-18,South,Product A,38,0
2024-11-18,South,Product B,27,0
2024-11-18,South,Product C,17,0
2024-11-18,West,Product A,41,1
2024-11-18,West,Product B,31,1
2024-11-18,West,Product C,23,0
2024-11-25,East,Product A,33,1
2024-11-25,East,Product B,23,0
2024-11-25,East,Product C,18,0
2024-11-25,North,Product A,43,2
2024-11-25,North,Product B,34,0
2024-11-25,North,Product C,24,0
2024-11-25,South,Product A,36,1
2024-11-25,South,Product B,26,1
2024-11-25,South,Product C,20,0
2024-11-25,West,Product A,43,1
2024-11-25,West,Product B,30,0
2024-11-25,West,Product C,22,0
2024-12-02,East,Product A,30,0
2024-12-02,East,Product B,22,0
2024-12-02,East,Product C,17,0
2024-12-02,North,Product A,45,2
2024-12-02,North,Product B,34,0
2024-12-02,North,Product C,25,0
2024-12-02,South,Product A,35,0
2024-12-02,South,Product B,27,0
2024-12-02,South,Product C,20,0
2024-12-02,West,Product A,41,2
2024-12-02,West,Product B,30,1
2024-12-02,West,Product C,22,0
2024-12-09,East,Product A,33,0
2024-12-09,East,Product B,23,0
2024-12-09,East,Product C,16,0
2024-12-09,North,Product A,41,2
2024-12-09,North,Product B,32,1
2024-12-09,North,Product C,24,1
2024-12-09,South,Product A,35,2
2024-12-09,South,Product B,26,0
2024-12-09,South,Product C,18,0
2024-12-09,West,Product A,39,2
2024-12-09,West,Product B,30,0
2024-12-09,West,Product C,22,0
2024-12-16,East,Product A,31,1
2024-12-16,East,Product B,21,0
2024-12-16,East,Product C,16,0
2024-12-16,North,Product A,45,3
2024-12-16,North,Product B,32,0
2024-12-16,North,Product C,24,0
2024-12-16,South,Product A,37,1
2024-12-16,South,Product B,25,0
2024-12-16,South,Product C,19,0
2024-12-16,West,Product A,39,0
2024-12-16,West,Product B,31,2
2024-12-16,West,Product C,23,0
2024-12-23,East,Product A,31,1
2024-12-23,East,Product B,23,1
2024-12-23,East,Product C,17,0
2024-12-23,North,Product A,46,1
2024-12-23,North,Product B,32,2
2024-12-23,North,Product C,25,0
2024-12-23,South,Product A,35,2
2024-12-23,South,Product B,26,0
2024-12-23,South,Product C,20,0
2024-12-23,West,Product A,41,2
2024-12-23,West,Product B,31,0
2024-12-23,West,Product C,21,0
2024-12-30,East,Product A,30,0
2024-12-30,East,Product B,23,0
2024-12-30,East,Product C,16,0
2024-12-30,North,Product A,43,2
2024-12-30,North,Product B,33,1
2024-12-30,North,Product C,25,0
2024-12-30,South,Product A,34,1
2024-12-30,South,Product B,27,0
2024-12-30,South,Product C,19,0
2024-12-30,West,Product A,41,1
2024-12-30,West,Product B,31,0
2024-12-30,West,Product C,23,0
2025-01-06,East,Product A,32,0
2025-01-06,East,Product B,22,0
2025-01-06,East,Product C,17,0
2025-01-06,North,Product A,44,2
2025-01-06,North,Product B,31,1
2025-01-06,North,Product C,24,0
2025-01-06,South,Product A,36,1
2025-01-06,South,Product B,25,0
2025-01-06,South,Product C,19,0
2025-01-06,West,Product A,40,2
2025-01-06,West,Product B,31,1
2025-01-06,West,Product C,21,0
2025-01-13,East,Product A,31,1
2025-01-13,East,Product B,23,0
2025-01-13,East,Product C,18,0
2025-01-13,North,Product A,43,1
2025-01-13,North,Product B,33,1
2025-01-13,North,Product C,24,0
2025-01-13,South,Product A,35,0
2025-01-13,South,Product B,28,0
2025-01-13,South,Product C,20,0
2025-01-13,West,Product A,40,1
2025-01-13,West,Product B,29,0
2025-01-13,West,Product C,23,0
2025-01-20,East,Product A,31,0
2025-01-20,East,Product B,23,0
2025-01-20,East,Product C,17,0
2025-01-20,North,Product A,45,2
2025-01-20,North,Product B,31,1
2025-01-20,North,Product C,22,0
2025-01-20,South,Product A,36,3
2025-01-20,South,Product B,27,1
2025-01-20,South,Product C,20,0
2025-01-20,West,Product A,41,1
2025-01-20,West,Product B,31,2
2025-01-20,West,Product C,22,0
2025-01-27,East,Product A,32,0
2025-01-27,East,Product B,23,0
2025-01-27,East,Product C,17,0
2025-01-27,North,Product A,43,0
2025-01-27,North,Product B,32,1
2025-01-27,North,Product C,24,0
2025-01-27,South,Product A,36,2
2025-01-27,South,Product B,26,0
2025-01-27,South,Product C,19,0
2025-01-27,West,Product A,42,2
2025-01-27,West,Product B,32,0
2025-01-27,West,Product C,21,0
2025-02-03,East,Product A,30,0
2025-02-03,East,Product B,24,1
2025-02-03,East,Product C,17,0
2025-02-03,North,Product A,45,2
2025-02-03,North,Product B,32,0
2025-02-03,North,Product C,23,0
2025-02-03,South,Product A,36,1
2025-02-03,South,Product B,28,1
2025-02-03,South,Product C,20,0
2025-02-03,West,Product A,42,1
2025-02-03,West,Product B,32,0
2025-02-03,West,Product C,22,0
2025-02-10,East,Product A,32,1
2025-02-10,East,Product B,24,0
2025-02-10,East,Product C,17,0
2025-02-10,North,Product A,45,3
2025-02-10,North,Product B,32,0
2025-02-10,North,Product C,24,0
2025-02-10,South,Product A,37,2
2025-02-10,South,Product B,27,0
2025-02-10,South,Product C,20,0
2025-02-10,West,Product A,41,2
2025-02-10,West,Product B,31,0
2025-02-10,West,Product C,22,0
2025-02-17,East,Product A,33,1
2025-02-17,East,Product B,24,0
2025-02-17,East,Product C,17,0
2025-02-17,North,Product A,44,1
2025-02-17,North,Product B,34,0
2025-02-17,North,Product C,24,0
2025-02-17,South,Product A,37,1
2025-02-17,South,Product B,28,0
2025-02-17,South,Product C,21,0
2025-02-17,West,Product A,42,2
2025-02-17,West,Product B,30,1
2025-02-17,West,Product C,23,0
2025-02-24,East,Product A,32,0
2025-02-24,East,Product B,23,0
2025-02-24,East,Product C,18,0
2025-02-24,North,Product A,46,3
2025-02-24,North,Product B,32,0
2025-02-24,North,Product C,25,0
2025-02-24,South,Product A,35,0
2025-02-24,South,Product B,29,0
2025-02-24,South,Product C,19,0
2025-02-24,West,Product A,42,2
2025-02-24,West,Product B,31,0
2025-02-24,West,Product C,23,0
2025-03-03,East,Product A,31,0
2025-03-03,East,Product B,24,0
2025-03-03,East,Product C,18,0
2025-03-03,North,Product A,46,1
2025-03-03,North,Product B,33,1
2025-03-03,North,Product C,24,0
2025-03-03,South,Product A,36,1
2025-03-03,South,Product B,27,0
2025-03-03,South,Product C,20,0
2025-03-03,West,Product A,40,2
2025-03-03,West,Product B,31,0
2025-03-03,West,Product C,24,0
2025-03-10,East,Product A,31,0
2025-03-10,East,Product B,26,0
2025-03-10,East,Product C,18,0
2025-03-10,North,Product A,47,3
2025-03-10,North,Product B,34,1
2025-03-10,North,Product C,25,0
2025-03-10,South,Product A,36,0
2025-03-10,South,Product B,27,1
2025-03-10,South,Product C,20,0
2025-03-10,West,Product A,41,1
2025-03-10,West,Product B,31,0
2025-03-10,West,Product C,23,0
2025-03-17,East,Product A,32,0
2025-03-17,East,Product B,23,0
2025-03-17,East,Product C,18,0
2025-03-17,North,Product A,47,2
2025-03-17,North,Product B,32,0
2025-03-17,North,Product C,25,0
2025-03-17,South,Product A,37,1
2025-03-17,South,Product B,28,0
2025-03-17,South,Product C,20,0
2025-03-17,West,Product A,41,3
2025-03-17,West,Product B,32,0
2025-03-17,West,Product C,23,0
2025-03-24,East,Product A,30,0
2025-03-24,East,Product B,24,0
2025-03-24,East,Product C,18,0
2025-03-24,North,Product A,45,1
2025-03-24,North,Product B,34,2
2025-03-24,North,Product C,26,0
2025-03-24,South,Product A,38,3
2025-03-24,South,Product B,25,0
2025-03-24,South,Product C,20,0
2025-03-24,West,Product A,41,2
2025-03-24,West,Product B,32,0
2025-03-24,West,Product C,23,0
2025-03-31,East,Product A,33,1
2025-03-31,East,Product B,24,0
2025-03-31,East,Product C,17,0
2025-03-31,North,Product A,45,1
2025-03-31,North,Product B,33,0
2025-03-31,North,Product C,25,0
2025-03-31,South,Product A,36,0
2025-03-31,South,Product B,29,0
2025-03-31,South,Product C,20,0
2025-03-31,West,Product A,39,1
2025-03-31,West,Product B,31,0
2025-03-31,West,Product C,23,0
2025-04-07,East,Product A,33,0
2025-04-07,East,Product B,23,0
2025-04-07,East,Product C,18,0
2025-04-07,North,Product A,46,1
2025-04-07,North,Product B,33,0
2025-04-07,North,Product C,25,0
2025-04-07,South,Product A,37,1
2025-04-07,South,Product B,27,0
2025-04-07,South,Product C,22,0
2025-04-07,West,Product A,43,2
2025-04-07,West,Product B,31,0
2025-04-07,West,Product C,24,0
2025-04-14,East,Product A,31,1
2025-04-14,East,Product B,26,0
2025-04-14,East,Product C,17,0
2025-04-14,North,Product A,46,1
2025-04-14,North,Product B,35,0
2025-04-14,North,Product C,24,0
2025-04-14,South,Product A,38,0
2025-04-14,South,Product B,28,1
2025-04-14,South,Product C,21,0
2025-04-14,West,Product A,42,2
2025-04-14,West,Product B,31,0
2025-04-14,West,Product C,24,0
2025-04-21,East,Product A,32,1
2025-04-21,East,Product B,24,0
2025-04-21,East,Product C,18,0
2025-04-21,North,Product A,46,2
2025-04-21,North,Product B,33,1
2025-04-21,North,Product C,24,0
2025-04-21,South,Product A,37,2
2025-04-21,South,Product B,26,0
2025-04-21,South,Product C,22,0
2025-04-21,West,Product A,42,1
2025-04-21,West,Product B,33,0
2025-04-21,West,Product C,22,0
2025-04-28,East,Product A,35,3
2025-04-28,East,Product B,24,0
2025-04-28,East,Product C,19,0
2025-04-28,North,Product A,47,2
2025-04-28,North,Product B,37,2
2025-04-28,North,Product C,26,1
2025-04-28,South,Product A,35,2
2025-04-28,South,Product B,27,0
2025-04-28,South,Product C,21,0
2025-04-28,West,Product A,44,2
2025-04-28,West,Product B,33,1
2025-04-28,West,Product C,23,0
2025-05-05,East,Product A,32,0
2025-05-05,East,Product B,25,0
2025-05-05,East,Product C,19,0
2025-05-05,North,Product A,46,2
2025-05-05,North,Product B,34,0
2025-05-05,North,Product C,25,0
2025-05-05,South,Product A,35,1
2025-05-05,South,Product B,29,0
2025-05-05,South,Product C,19,0
2025-05-05,West,Product A,42,1
2025-05-05,West,Product B,31,1
2025-05-05,West,Product C,24,0
2025-05-12,East,Product A,34,1
2025-05-12,East,Product B,25,0
2025-05-12,East,Product C,18,0
2025-05-12,North,Product A,47,3
2025-05-12,North,Product B,34,0
2025-05-12,North,Product C,26,1
2025-05-12,South,Product A,39,0
2025-05-12,South,Product B,29,1
2025-05-12,South,Product C,21,0
2025-05-12,West,Product A,48,2
2025-05-12,West,Product B,33,1
2025-05-12,West,Product C,24,0
2025-05-19,East,Product A,34,0
2025-05-19,East,Product B,24,0
2025-05-19,East,Product C,18,0
2025-05-19,North,Product A,47,1
2025-05-19,North,Product B,34,2
2025-05-19,North,Product C,26,1
2025-05-19,South,Product A,40,1
2025-05-19,South,Product B,27,1
2025-05-19,South,Product C,21,0
2025-05-19,West,Product A,47,2
2025-05-19,West,Product B,32,1
2025-05-19,West,Product C,24,0
2025-05-26,East,Product A,34,1
2025-05-26,East,Product B,25,0
2025-05-26,East,Product C,19,0
2025-05-26,North,Product A,48,3
2025-05-26,North,Product B,37,0
2025-05-26,North,Product C,27,0
2025-05-26,South,Product A,38,1
2025-05-26,South,Product B,28,0
2025-05-26,South,Product C,21,0
2025-05-26,West,Product A,43,2
2025-05-26,West,Product B,32,2
2025-05-26,West,Product C,23,0
2025-06-02,East,Product A,33,1
2025-06-02,East,Product B,26,0
2025-06-02,East,Product C,18,0
2025-06-02,North,Product A,46,2
2025-06-02,North,Product B,33,0
2025-06-02,North,Product C,26,0
2025-06-02,South,Product A,41,1
2025-06-02,South,Product B,29,1
2025-06-02,South,Product C,22,0
2025-06-02,West,Product A,45,2
2025-06-02,West,Product B,32,1
2025-06-02,West,Product C,25,0
2025-06-09,East,Product A,33,0
2025-06-09,East,Product B,25,0
2025-06-09,East,Product C,18,0
2025-06-09,North,Product A,49,4
2025-06-09,North,Product B,33,0
2025-06-09,North,Product C,26,0
2025-06-09,South,Product A,40,1
2025-06-09,South,Product B,29,0
2025-06-09,South,Product C,21,0
2025-06-09,West,Product A,42,2
2025-06-09,West,Product B,33,0
2025-06-09,West,Product C,24,0
2025-06-16,East,Product A,35,1
2025-06-16,East,Product B,25,1
2025-06-16,East,Product C,19,0
2025-06-16,North,Product A,45,1
2025-06-16,North,Product B,35,2
2025-06-16,North,Product C,27,0
2025-06-16,South,Product A,39,1
2025-06-16,South,Product B,30,1
2025-06-16,South,Product C,22,0
2025-06-16,West,Product A,43,2
2025-06-16,West,Product B,33,0
2025-06-16,West,Product C,24,0
2025-06-23,East,Product A,35,0
2025-06-23,East,Product B,26,0
2025-06-23,East,Product C,20,0
2025-06-23,North,Product A,47,2
2025-06-23,North,Product B,34,3
2025-06-23,North,Product C,28,0
2025-06-23,South,Product A,39,1
2025-06-23,South,Product B,29,0
2025-06-23,South,Product C,21,0
2025-06-23,West,Product A,44,2
2025-06-23,West,Product B,33,1
2025-06-23,West,Product C,25,0
2025-06-30,East,Product A,35,1
2025-06-30,East,Product B,25,0
2025-06-30,East,Product C,18,0
2025-06-30,North,Product A,48,3
2025-06-30,North,Product B,36,0
2025-06-30,North,Product C,26,0
2025-06-30,South,Product A,38,2
2025-06-30,South,Product B,29,1
2025-06-30,South,Product C,23,0
2025-06-30,West,Product A,43,1
2025-06-30,West,Product B,34,1
2025-06-30,West,Product C,25,0
2025-07-07,East,Product A,35,2
2025-07-07,East,Product B,26,0
2025-07-07,East,Product C,20,0
2025-07-07,North,Product A,48,3
2025-07-07,North,Product B,35,2
2025-07-07,North,Product C,27,0
2025-07-07,South,Product A,38,0
2025-07-07,South,Product B,29,0
2025-07-07,South,Product C,21,0
2025-07-07,West,Product A,42,2
2025-07-07,West,Product B,33,2
2025-07-07,West,Product C,23,0
2025-07-14,East,Product A,35,1
2025-07-14,East,Product B,25,0
2025-07-14,East,Product C,19,0
2025-07-14,North,Product A,46,2
2025-07-14,North,Product B,36,1
2025-07-14,North,Product C,26,0
2025-07-14,South,Product A,40,2
2025-07-14,South,Product B,32,0
2025-07-14,South,Product C,22,0
2025-07-14,West,Product A,46,2
2025-07-14,West,Product B,33,1
2025-07-14,West,Product C,24,0
2025-07-21,East,Product A,34,1
2025-07-21,East,Product B,26,0
2025-07-21,East,Product C,18,0
2025-07-21,North,Product A,49,3
2025-07-21,North,Product B,36,0
2025-07-21,North,Product C,26,0
2025-07-21,South,Product A,42,3
2025-07-21,South,Product B,28,0
2025-07-21,South,Product C,21,0
2025-07-21,West,Product A,44,2
2025-07-21,West,Product B,35,0
2025-07-21,West,Product C,26,0
2025-07-28,East,Product A,33,1
2025-07-28,East,Product B,25,0
2025-07-28,East,Product C,19,0
2025-07-28,North,Product A,47,2
2025-07-28,North,Product B,38,2
2025-07-28,North,Product C,26,0
2025-07-28,South,Product A,43,1
2025-07-28,South,Product B,31,1
2025-07-28,South,Product C,22,0
2025-07-28,West,Product A,45,1
2025-07-28,West,Product B,33,1
2025-07-28,West,Product C,25,0
2025-08-04,East,Product A,34,1
2025-08-04,East,Product B,24,0
2025-08-04,East,Product C,18,0
2025-08-04,North,Product A,47,2
2025-08-04,North,Product B,37,1
2025-08-04,North,Product C,26,0
2025-08-04,South,Product A,39,1
2025-08-04,South,Product B,28,0
2025-08-04,South,Product C,20,0
2025-08-04,West,Product A,46,1
2025-08-04,West,Product B,32,0
2025-08-04,West,Product C,24,0
2025-08-11,East,Product A,33,0
2025-08-11,East,Product B,25,0
2025-08-11,East,Product C,20,0
2025-08-11,North,Product A,48,3
2025-08-11,North,Product B,35,1
2025-08-11,North,Product C,27,0
2025-08-11,South,Product A,39,2
2025-08-11,South,Product B,30,0
2025-08-11,South,Product C,22,0
2025-08-11,West,Product A,46,1
