date,school,campus,grade,students_enrolled,attendance_present,absences,graduations,disciplinary_incidents,avg_test_score,teacher_absences,operating_cost
2023-09-11,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,75.2,0,24909.55
2023-09-18,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,74.5,1,30247.27
2023-09-18,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,74.8,1,29093.76
2023-09-18,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,74.4,1,29740.56
2023-09-18,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,73.7,0,29335.04
2023-09-18,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,73.8,0,27937.09
2023-09-18,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,73.9,0,28033.31
2023-09-18,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,76.7,0,27722.17
2023-09-18,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,73.7,1,26165.79
2023-09-25,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,78.1,0,29964.82
2023-09-25,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.3,1,29524.07
2023-09-25,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,73.5,1,28187.47
2023-09-25,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,78.1,0,27389.31
2023-09-25,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.8,0,26579.17
2023-09-25,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,76.1,1,27331.76
2023-09-25,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,78.0,1,27749.02
2023-09-25,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,78.1,1,25687.92
2023-10-02,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,73.9,1,29183.39
2023-10-02,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,74.5,0,29030.38
2023-10-02,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,73.5,1,30256.41
2023-10-02,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,77.2,1,27947.12
2023-10-02,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,73.3,1,27018.75
2023-10-02,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.1,1,28080.94
2023-10-02,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,78.5,1,27226.03
2023-10-02,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,75.0,1,26659.38
2023-10-09,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,75.3,1,30351.21
2023-10-09,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,74.8,1,29952.91
2023-10-09,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,74.7,0,28259.78
2023-10-09,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,74.0,0,29103.17
2023-10-09,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,75.1,1,27676.64
2023-10-09,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,75.0,1,26487.72
2023-10-09,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,77.8,1,26502.9
2023-10-09,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.8,1,25639.73
2023-10-16,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,74.8,1,30371.92
2023-10-16,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,76.3,0,28473.11
2023-10-16,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,74.5,1,29142.99
2023-10-16,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.6,1,27111.49
2023-10-16,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,73.6,1,28405.17
2023-10-16,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,75.5,0,26740.99
2023-10-16,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,74.1,0,26555.59
2023-10-16,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,78.7,0,26904.81
2023-10-23,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,74.4,0,30752.5
2023-10-23,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,74.7,1,29807.15
2023-10-23,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,77.3,1,30007.93
2023-10-23,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,74.4,1,27243.3
2023-10-23,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,73.5,0,28089.59
2023-10-23,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,77.0,0,27050.61
2023-10-23,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,75.8,0,26135.97
2023-10-23,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,77.3,1,26402.7
2023-10-30,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,74.3,1,30749.54
2023-10-30,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,74.0,0,29966.71
2023-10-30,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,78.2,1,28101.03
2023-10-30,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,75.6,1,28171.63
2023-10-30,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,76.1,1,28084.45
2023-10-30,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,75.6,0,27571.96
2023-10-30,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,76.2,1,27762.41
2023-10-30,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,74.6,0,25100.24
2023-11-06,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,73.6,1,28946.2
2023-11-06,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,75.3,0,30479.12
2023-11-06,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,74.2,1,29200.97
2023-11-06,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,77.7,1,27544.96
2023-11-06,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,73.4,0,27498.75
2023-11-06,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,75.3,0,27079.02
2023-11-06,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,73.4,0,25862.03
2023-11-06,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,77.7,1,25060.78
2023-11-13,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,74.3,0,30709.91
2023-11-13,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,78.5,1,28540.98
2023-11-13,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,78.0,1,28256.09
2023-11-13,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,78.0,0,28372.15
2023-11-13,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,74.8,1,28636.4
2023-11-13,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,76.0,0,28136.42
2023-11-13,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,75.1,0,26369.45
2023-11-13,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,75.6,0,26575.88
2023-11-20,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,77.5,1,29807.52
2023-11-20,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,76.9,0,29837.1
2023-11-20,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,74.7,0,29051.84
2023-11-20,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,75.8,0,28373.65
2023-11-20,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,74.3,0,27787.08
2023-11-20,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,77.9,1,27784.13
2023-11-20,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,75.2,1,27027.03
2023-11-20,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,73.8,0,24910.61
2023-11-27,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,75.1,1,30138.84
2023-11-27,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,78.4,0,29196.99
2023-11-27,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,77.6,1,28814.53
2023-11-27,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,74.8,1,27697.15
2023-11-27,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,75.9,0,28556.42
2023-11-27,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,75.9,1,27700.82
2023-11-27,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,76.1,0,25977.69
2023-11-27,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,73.8,1,26828.12
2023-12-04,Northstar Public School,North Campus,Grade_6,330,305,25,0,3,73.9,1,29288.27
2023-12-04,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,74.4,1,29611.98
2023-12-04,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,76.9,1,29098.41
2023-12-04,Northstar Public School,North Campus,Grade_9,310,284,26,0,2,77.0,1,28299.32
2023-12-04,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,78.5,0,28728.67
2023-12-04,Northstar Public School,South Campus,Grade_7,299,275,24,0,2,75.8,1,26675.12
2023-12-04,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,73.0,1,26033.23
2023-12-04,Northstar Public School,South Campus,Grade_9,285,265,20,0,2,76.0,0,26672.83
2023-12-11,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,78.1,1,30397.89
2023-12-11,Northstar Public School,North Campus,Grade_7,325,299,26,0,3,73.0,1,28605.9
2023-12-11,Northstar Public School,North Campus,Grade_8,320,293,27,0,3,77.2,1,29510.12
2023-12-11,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,75.5,0,28249.35
2023-12-11,Northstar Public School,South Campus,Grade_6,304,277,27,0,2,76.4,0,27358.94
2023-12-11,Northstar Public School,South Campus,Grade_7,299,272,27,0,2,76.5,1,26293.03
2023-12-11,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,76.2,1,26144.12
2023-12-11,Northstar Public School,South Campus,Grade_9,285,261,24,0,2,77.2,0,25789.48
2023-12-18,Northstar Public School,North Campus,Grade_6,330,302,28,0,3,76.8,1,29200.32
2023-12-18,Northstar Public School,North Campus,Grade_7,325,296,29,0,3,75.6,1,29189.86
2023-12-18,Northstar Public School,North Campus,Grade_8,320,298,22,0,3,75.0,1,29688.2
2023-12-18,Northstar Public School,North Campus,Grade_9,310,288,22,0,2,78.1,1,27395.08
2023-12-18,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,75.9,1,27138.74
2023-12-18,Northstar Public School,South Campus,Grade_7,299,275,24,0,2,78.4,0,26793.26
2023-12-18,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,74.1,1,26827.52
2023-12-18,Northstar Public School,South Campus,Grade_9,285,263,22,0,2,74.9,0,25992.86
2023-12-25,Northstar Public School,North Campus,Grade_6,330,305,25,0,3,75.2,0,29087.31
2023-12-25,Northstar Public School,North Campus,Grade_7,325,303,22,0,3,74.2,1,30150.41
2023-12-25,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,78.7,1,28667.71
2023-12-25,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,77.2,1,27491.08
2023-12-25,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,75.8,1,27342.71
2023-12-25,Northstar Public School,South Campus,Grade_7,299,272,27,0,2,76.2,0,28184.25
2023-12-25,Northstar Public School,South Campus,Grade_8,294,269,25,0,2,75.2,0,27473.96
2023-12-25,Northstar Public School,South Campus,Grade_9,285,259,26,0,2,73.9,0,25043.62
2024-01-01,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,78.7,0,30254.3
2024-01-01,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,76.4,0,28863.41
2024-01-01,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,73.9,0,29429.87
2024-01-01,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,76.7,1,29082.18
2024-01-01,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,78.3,1,28004.05
2024-01-01,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,75.8,0,26642.3
2024-01-01,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,74.8,0,27676.46
2024-01-01,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.4,0,26348.78
2024-01-08,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,77.4,1,28970.44
2024-01-08,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,75.8,1,30651.33
2024-01-08,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,77.3,0,29881.3
2024-01-08,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,74.0,0,27717.87
2024-01-08,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,74.5,1,27363.27
2024-01-08,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,75.4,0,27548.0
2024-01-08,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,78.2,0,27722.12
2024-01-08,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,74.4,0,26349.16
2024-01-15,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,75.0,1,29651.67
2024-01-15,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,77.7,1,29851.01
2024-01-15,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,78.0,1,27961.88
2024-01-15,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,77.2,0,28471.85
2024-01-15,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,77.2,1,28739.82
2024-01-15,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,76.7,0,27628.7
2024-01-15,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,78.5,1,26813.81
2024-01-15,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,76.9,0,25747.05
2024-01-22,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,75.2,1,29498.55
2024-01-22,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,78.2,1,28567.48
2024-01-22,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,74.8,1,28467.66
2024-01-22,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,74.6,1,27930.5
2024-01-22,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,77.7,1,26991.68
2024-01-22,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,76.0,0,27170.3
2024-01-22,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.3,0,26750.56
2024-01-22,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,77.0,0,25184.55
2024-01-29,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,75.8,1,30289.25
2024-01-29,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,75.1,1,28401.0
2024-01-29,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,78.4,1,29730.26
2024-01-29,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,74.5,0,27309.2
2024-01-29,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,74.7,0,28036.99
2024-01-29,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,76.7,1,27843.73
2024-01-29,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,76.1,0,26967.66
2024-01-29,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,76.8,1,26587.46
2024-02-05,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,73.5,1,29456.45
2024-02-05,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,75.7,1,28537.38
2024-02-05,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,74.7,1,27973.71
2024-02-05,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,77.7,1,28482.42
2024-02-05,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,78.9,0,27879.2
2024-02-05,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,74.6,0,27957.23
2024-02-05,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.9,1,25849.09
2024-02-05,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,75.8,0,26433.81
2024-02-12,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,76.2,1,30771.25
2024-02-12,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,78.1,1,30310.57
2024-02-12,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,74.8,1,29632.67
2024-02-12,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.2,1,28498.6
2024-02-12,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,76.7,1,27522.06
2024-02-12,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,74.5,1,27926.24
2024-02-12,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,77.4,0,25688.67
2024-02-12,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,75.8,0,26722.48
2024-02-19,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,74.8,0,29587.17
2024-02-19,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,76.1,0,30602.6
2024-02-19,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,76.4,1,30151.54
2024-02-19,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,75.3,1,28218.46
2024-02-19,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,75.0,1,28187.53
2024-02-19,Northstar Public School,South Campus,Grade_7,299,279,20,0,2,75.2,1,26425.15
2024-02-19,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,78.1,1,27223.0
2024-02-19,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,74.5,0,26774.24
2024-02-26,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,78.3,0,29414.6
2024-02-26,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.2,1,29190.16
2024-02-26,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,77.1,0,30063.11
2024-02-26,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,73.5,0,28353.75
2024-02-26,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,75.0,0,28158.33
2024-02-26,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.2,1,28104.73
2024-02-26,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,76.5,1,27154.21
2024-02-26,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,76.5,0,26525.22
2024-03-04,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,78.8,0,30734.32
2024-03-04,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,76.5,1,30518.78
2024-03-04,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,77.5,1,29329.88
2024-03-04,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,73.3,1,28727.42
2024-03-04,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,78.3,1,28381.55
2024-03-04,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,77.6,0,26143.31
2024-03-04,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,78.5,1,26888.47
2024-03-04,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,78.7,0,26297.91
2024-03-11,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,75.3,1,29502.05
2024-03-11,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,78.0,1,28760.11
2024-03-11,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,75.7,1,28866.15
2024-03-11,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,75.0,1,27260.13
2024-03-11,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,73.4,1,27044.75
2024-03-11,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,75.0,0,27414.58
2024-03-11,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.9,0,27771.49
2024-03-11,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,73.2,1,26152.64
2024-03-18,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,77.7,1,30278.47
2024-03-18,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,77.8,1,29054.55
2024-03-18,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,75.4,1,28649.12
2024-03-18,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,78.5,0,28463.2
2024-03-18,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,78.1,1,27501.01
2024-03-18,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,75.6,0,27260.16
2024-03-18,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,76.0,0,27542.35
2024-03-18,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,75.5,1,25453.86
2024-03-25,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,78.8,1,31004.46
2024-03-25,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,77.0,0,30035.55
2024-03-25,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,78.8,0,28314.38
2024-03-25,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,73.9,1,27830.01
2024-03-25,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,73.0,0,27368.17
2024-03-25,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,75.5,1,27658.39
2024-03-25,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,75.5,1,27639.1
2024-03-25,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,75.9,1,26375.29
2024-04-01,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,76.8,1,30843.74
2024-04-01,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,74.7,1,30681.15
2024-04-01,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,78.2,1,28739.69
2024-04-01,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,74.6,0,28450.36
2024-04-01,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,74.1,0,27043.78
2024-04-01,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,75.7,1,27159.73
2024-04-01,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,77.1,1,26933.93
2024-04-01,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,74.7,0,26184.54
2024-04-08,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,76.1,0,30823.53
2024-04-08,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,73.3,1,29130.25
2024-04-08,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,78.1,1,28871.91
2024-04-08,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,76.2,0,27217.88
2024-04-08,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,76.7,1,27626.62
2024-04-08,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,77.8,0,27644.51
2024-04-08,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,78.3,1,26123.19
2024-04-08,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,73.7,0,25600.31
2024-04-15,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,75.6,0,30003.93
2024-04-15,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,77.4,1,30660.92
2024-04-15,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,75.4,1,29530.63
2024-04-15,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,75.7,0,27873.68
2024-04-15,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,76.4,0,26732.28
2024-04-15,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,74.6,0,27471.1
2024-04-15,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,77.3,1,26733.99
2024-04-15,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.3,0,26865.1
2024-04-22,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,76.0,1,30462.3
2024-04-22,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,76.0,1,29815.53
2024-04-22,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,78.8,0,28446.47
2024-04-22,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,73.4,1,27687.41
2024-04-22,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,74.6,1,26743.59
2024-04-22,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,78.9,0,27588.29
2024-04-22,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,74.9,0,26053.33
2024-04-22,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,78.9,0,26237.14
2024-04-29,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,74.9,0,31015.64
2024-04-29,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,77.1,0,29950.3
2024-04-29,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,75.7,1,28500.85
2024-04-29,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,74.4,1,29112.84
2024-04-29,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,74.5,0,26580.7
2024-04-29,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,76.2,1,27025.8
2024-04-29,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,76.7,0,26525.81
2024-04-29,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,78.1,0,26340.3
2024-05-06,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.9,0,30605.57
2024-05-06,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,73.6,0,29934.06
2024-05-06,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,78.7,1,30242.7
2024-05-06,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,73.4,0,28261.8
2024-05-06,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,78.1,1,27303.68
2024-05-06,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,73.7,0,27000.43
2024-05-06,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,77.5,1,26394.74
2024-05-06,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,74.4,0,25251.23
2024-05-13,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,74.2,0,29372.28
2024-05-13,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,78.9,0,30209.27
2024-05-13,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,76.9,1,29533.99
2024-05-13,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,77.8,0,28250.63
2024-05-13,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,73.9,1,26706.07
2024-05-13,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,75.3,1,26817.39
2024-05-13,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,75.1,0,27209.51
2024-05-13,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,77.1,1,25074.8
2024-05-20,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,77.9,0,30057.15
2024-05-20,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,74.8,1,28759.75
2024-05-20,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,76.5,1,28557.31
2024-05-20,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,76.5,0,27894.42
2024-05-20,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,76.5,0,26966.76
2024-05-20,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,73.0,1,28111.21
2024-05-20,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.7,1,26269.67
2024-05-20,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,77.3,0,26360.48
2024-05-27,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,75.7,1,30973.82
2024-05-27,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,73.9,1,30729.96
2024-05-27,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,76.8,1,29604.64
2024-05-27,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,75.6,1,29002.23
2024-05-27,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,78.9,1,28121.11
2024-05-27,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,78.2,1,27632.62
2024-05-27,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.5,0,26090.36
