date,region,product,channel,segment,revenue,units_sold,orders,customers,fulfilled_orders,stockout_events,inventory_units,cost_of_goods,marketing_spend,returns,support_tickets
2023-04-10,North,Product A,Retail Partner,Enterprise,9021.51,34,10,8,10,0,166,5025.34,511.66,1,2
2023-04-10,North,Product A,Retail Partner,SMB,5656.62,21,8,7,8,0,118,3207.72,290.71,0,1
2023-04-10,North,Product B,Online,Enterprise,6266.42,33,9,7,9,0,179,3892.3,537.86,1,2
2023-04-10,North,Product B,Online,SMB,4355.04,22,9,6,9,0,104,2634.09,421.04,1,2
2023-04-10,North,Product B,Retail Partner,Enterprise,4544.27,24,7,5,7,0,118,2873.16,225.88,0,1
2023-04-10,North,Product B,Retail Partner,SMB,2624.9,14,5,4,5,0,84,1641.34,120.73,0,1
2023-04-10,North,Product C,Online,Enterprise,9886.98,24,7,5,7,0,128,6304.36,830.18,0,1
2023-04-10,North,Product C,Online,SMB,6123.35,15,6,5,6,0,79,3861.51,570.46,0,1
2023-04-10,North,Product C,Retail Partner,Enterprise,6567.46,16,4,3,4,0,86,4094.76,351.42,0,1
2023-04-10,North,Product C,Retail Partner,SMB,4917.07,12,5,4,5,0,65,3107.28,289.8,0,1
2023-04-10,South,Product A,Online,Enterprise,8745.29,33,9,7,9,0,184,4916.06,828.87,1,2
2023-04-10,South,Product A,Online,SMB,5670.43,21,8,6,8,0,123,3177.86,541.33,0,1
2023-04-10,South,Product A,Retail Partner,Enterprise,7196.23,27,8,6,8,0,128,4034.99,402.38,1,1
2023-04-10,South,Product A,Retail Partner,SMB,4725.49,18,7,5,7,0,88,2645.13,261.77,1,1
2023-04-10,South,Product B,Online,Enterprise,4697.67,25,7,5,7,0,130,2952.12,409.47,0,1
2023-04-10,South,Product B,Online,SMB,3136.0,16,6,5,6,0,93,1963.29,327.92,0,1
2023-04-10,South,Product B,Retail Partner,Enterprise,3785.99,20,6,4,6,0,94,2337.21,183.01,0,1
2023-04-10,South,Product B,Retail Partner,SMB,2600.23,14,5,4,5,0,67,1602.85,126.84,0,1
2023-04-10,South,Product C,Online,Enterprise,7661.31,19,5,4,5,0,103,4871.42,679.58,0,1
2023-04-10,South,Product C,Online,SMB,4705.58,11,4,3,4,0,69,2983.02,412.09,0,1
2023-04-10,South,Product C,Retail Partner,Enterprise,5588.51,13,4,3,4,0,72,3535.51,271.45,0,1
2023-04-10,South,Product C,Retail Partner,SMB,3741.3,9,3,3,3,0,47,2378.03,221.96,0,1
2023-04-10,East,Product A,Online,Enterprise,7629.12,28,8,6,8,0,160,4349.94,683.53,0,1
2023-04-10,East,Product A,Online,SMB,5330.72,20,8,6,8,0,109,3025.2,448.73,0,1
2023-04-10,East,Product A,Retail Partner,Enterprise,6040.63,23,6,5,6,0,107,3412.64,258.84,0,1
2023-04-10,East,Product A,Retail Partner,SMB,3927.55,14,6,4,6,0,72,2178.97,195.02,0,1
2023-04-10,East,Product B,Online,Enterprise,4420.29,23,7,5,7,0,125,2762.48,377.57,0,1
2023-04-10,East,Product B,Online,SMB,2826.02,15,6,4,6,0,77,1728.63,264.99,0,1
2023-04-10,East,Product B,Retail Partner,Enterprise,2914.96,16,4,4,4,0,86,1848.79,162.69,0,1
2023-04-10,East,Product B,Retail Partner,SMB,2074.7,11,4,3,4,0,57,1288.37,100.33,0,1
2023-04-10,East,Product C,Online,Enterprise,5999.93,15,4,3,4,0,83,3821.25,588.31,0,1
2023-04-10,East,Product C,Online,SMB,4596.99,11,4,3,4,0,61,2857.36,431.74,0,1
2023-04-10,East,Product C,Retail Partner,Enterprise,5323.29,13,4,3,4,0,68,3349.69,265.28,0,0
2023-04-10,East,Product C,Retail Partner,SMB,3283.24,8,3,2,3,0,42,2100.51,169.8,0,0
2023-04-10,West,Product A,Online,Enterprise,9825.56,36,10,8,10,0,207,5546.32,1102.64,1,2
2023-04-10,West,Product A,Online,SMB,6567.83,24,9,7,9,0,125,3623.17,572.63,1,2
2023-04-10,West,Product A,Retail Partner,Enterprise,8749.77,32,9,8,9,0,139,4924.79,486.09,0,1
2023-04-10,West,Product A,Retail Partner,SMB,4848.01,18,7,6,7,0,109,2751.58,274.38,0,1
2023-04-10,West,Product B,Online,Enterprise,5404.52,29,8,6,8,0,155,3408.77,495.64,0,1
2023-04-10,West,Product B,Online,SMB,3541.6,18,7,6,7,0,102,2229.29,311.68,1,1
2023-04-10,West,Product B,Retail Partner,Enterprise,4218.11,22,6,5,6,0,115,2623.23,243.83,0,1
2023-04-10,West,Product B,Retail Partner,SMB,2653.44,14,5,4,5,0,73,1684.05,139.49,0,1
2023-04-10,West,Product C,Online,Enterprise,9306.93,23,6,5,6,0,127,5883.94,832.01,0,1
2023-04-10,West,Product C,Online,SMB,6193.55,15,6,5,6,0,81,3838.46,534.32,0,1
2023-04-10,West,Product C,Retail Partner,Enterprise,5950.13,14,4,3,4,0,79,3781.68,283.63,0,1
2023-04-10,West,Product C,Retail Partner,SMB,4058.19,10,4,3,4,0,57,2535.64,231.34,0,1
2023-04-17,North,Product A,Online,Enterprise,11664.76,44,12,10,12,1,246,6616.12,1268.94,1,2
2023-04-17,North,Product A,Online,SMB,6891.93,26,10,8,10,0,140,3858.37,684.89,1,2
2023-04-17,North,Product A,Retail Partner,Enterprise,8422.88,31,9,7,9,0,154,4753.52,483.56,1,1
2023-04-17,North,Product A,Retail Partner,SMB,6247.06,23,9,7,9,0,115,3412.8,324.52,0,1
2023-04-17,North,Product B,Online,Enterprise,6082.43,33,9,7,9,0,156,3803.59,573.94,1,1
2023-04-17,North,Product B,Online,SMB,4079.09,21,8,6,8,0,112,2518.67,362.02,1,1
2023-04-17,North,Product B,Retail Partner,Enterprise,4175.76,22,6,5,6,0,115,2560.02,221.41,0,1
2023-04-17,North,Product B,Retail Partner,SMB,3032.21,16,6,5,6,0,83,1857.53,157.3,0,1
2023-04-17,North,Product C,Online,Enterprise,9994.41,24,7,5,7,0,119,6232.09,1003.56,1,1
2023-04-17,North,Product C,Online,SMB,6452.21,16,6,5,6,0,82,4148.48,653.95,0,1
2023-04-17,North,Product C,Retail Partner,Enterprise,6505.82,15,4,3,4,0,101,3925.76,348.37,0,1
2023-04-17,North,Product C,Retail Partner,SMB,4554.57,11,4,3,4,0,59,2845.12,206.33,0,1
2023-04-17,South,Product A,Online,Enterprise,9091.77,34,10,7,10,0,182,5063.11,859.33,0,1
2023-04-17,South,Product A,Online,SMB,6986.88,26,10,8,10,0,125,3887.97,701.82,1,1
2023-04-17,South,Product A,Retail Partner,Enterprise,6586.45,25,7,6,7,0,139,3752.81,360.87,0,1
2023-04-17,South,Product A,Retail Partner,SMB,4389.95,16,6,5,6,0,86,2436.19,245.28,1,1
2023-04-17,South,Product B,Online,Enterprise,4982.47,26,7,6,7,0,136,3131.79,552.84,1,1
2023-04-17,South,Product B,Online,SMB,3508.26,19,7,5,7,0,93,2186.07,301.08,0,1
2023-04-17,South,Product B,Retail Partner,Enterprise,3659.25,19,5,4,5,0,100,2253.51,211.78,0,1
2023-04-17,South,Product B,Retail Partner,SMB,2312.0,12,5,4,5,0,65,1458.24,103.1,0,1
2023-04-17,South,Product C,Online,Enterprise,8468.63,20,6,5,6,0,110,5179.02,862.48,0,1
2023-04-17,South,Product C,Online,SMB,5466.49,13,5,4,5,0,72,3370.77,493.88,0,1
2023-04-17,South,Product C,Retail Partner,Enterprise,6187.7,15,4,3,4,0,79,3860.25,322.85,0,1
2023-04-17,South,Product C,Retail Partner,SMB,3802.21,9,4,3,4,0,49,2417.43,217.81,0,0
2023-04-17,East,Product A,Online,Enterprise,7682.69,28,8,6,8,0,152,4285.32,701.87,1,1
2023-04-17,East,Product A,Online,SMB,5397.75,20,8,6,8,0,105,3082.7,474.59,0,1
2023-04-17,East,Product A,Retail Partner,Enterprise,6134.76,23,6,5,6,0,121,3414.57,313.94,0,1
2023-04-17,East,Product A,Retail Partner,SMB,3602.35,14,5,4,5,0,75,2085.45,182.01,0,1
2023-04-17,East,Product B,Online,Enterprise,4534.02,23,7,5,7,0,123,2758.67,409.23,0,1
2023-04-17,East,Product B,Online,SMB,2881.92,15,6,5,6,0,81,1749.45,270.99,0,1
2023-04-17,East,Product B,Retail Partner,Enterprise,2725.14,14,4,3,4,0,81,1667.89,145.46,0,1
2023-04-17,East,Product B,Retail Partner,SMB,2087.43,11,4,3,4,0,57,1288.37,104.26,0,1
2023-04-17,East,Product C,Online,Enterprise,7053.11,17,5,4,5,0,92,4431.86,599.32,0,1
2023-04-17,East,Product C,Online,SMB,4505.29,11,4,3,4,0,59,2863.24,461.94,0,1
2023-04-17,East,Product C,Retail Partner,Enterprise,4669.71,11,3,3,3,0,61,2894.28,224.81,0,0
2023-04-17,East,Product C,Retail Partner,SMB,3428.66,8,3,3,3,0,47,2225.53,166.25,0,1
2023-04-17,West,Product A,Online,Enterprise,10479.85,39,11,9,11,1,210,5797.39,983.2,1,2
2023-04-17,West,Product A,Online,SMB,6914.04,26,10,8,10,0,141,4019.48,649.03,1,1
2023-04-17,West,Product A,Retail Partner,Enterprise,7690.26,28,8,6,8,0,162,4225.91,377.65,1,1
2023-04-17,West,Product A,Retail Partner,SMB,5651.37,21,8,6,8,0,99,3120.12,270.68,1,1
2023-04-17,West,Product B,Online,Enterprise,5823.01,31,9,7,9,0,153,3604.5,450.69,0,1
2023-04-17,West,Product B,Online,SMB,3784.83,20,8,6,8,0,105,2379.74,388.6,0,1
2023-04-17,West,Product B,Retail Partner,Enterprise,3994.52,21,6,5,6,0,111,2512.09,227.09,0,1
2023-04-17,West,Product B,Retail Partner,SMB,2680.23,14,5,4,5,0,77,1684.16,162.36,0,1
2023-04-17,West,Product C,Online,Enterprise,9288.58,22,6,5,6,0,117,5836.77,919.25,1,1
2023-04-17,West,Product C,Online,SMB,5797.89,14,5,4,5,0,77,3649.91,521.59,0,1
2023-04-17,West,Product C,Retail Partner,Enterprise,6790.2,16,5,4,5,0,80,4213.93,362.93,0,1
2023-04-17,West,Product C,Retail Partner,SMB,4409.49,10,4,3,4,0,56,2707.79,215.4,0,1
2023-04-24,North,Product A,Online,Enterprise,11281.21,42,12,9,12,0,225,6313.67,964.62,1,3
2023-04-24,North,Product A,Online,SMB,7307.87,27,10,8,10,0,149,4058.26,687.91,0,2
2023-04-24,North,Product A,Retail Partner,Enterprise,8540.54,32,9,7,9,1,167,4787.7,465.41,0,1
2023-04-24,North,Product A,Retail Partner,SMB,5321.68,20,8,6,8,0,109,2982.83,248.66,0,1
2023-04-24,North,Product B,Online,Enterprise,6261.56,33,9,7,9,0,174,3860.98,571.14,0,1
2023-04-24,North,Product B,Online,SMB,4078.93,21,8,6,8,0,116,2471.52,392.64,0,1
2023-04-24,North,Product B,Retail Partner,Enterprise,4527.99,23,7,5,7,0,124,2725.83,255.63,0,1
2023-04-24,North,Product B,Retail Partner,SMB,3060.01,16,6,5,6,0,81,1914.81,184.72,0,1
2023-04-24,North,Product C,Online,Enterprise,10522.72,25,7,6,7,0,126,6575.22,844.65,0,1
2023-04-24,North,Product C,Online,SMB,6371.29,16,6,5,6,0,83,4010.62,532.13,0,1
2023-04-24,North,Product C,Retail Partner,Enterprise,7734.51,18,5,4,5,0,85,4836.38,411.76,0,1
2023-04-24,North,Product C,Retail Partner,SMB,4358.41,10,4,3,4,0,57,2731.14,208.08,0,1
2023-04-24,South,Product A,Online,Enterprise,9248.78,34,10,7,10,0,182,5146.96,822.68,1,1
2023-04-24,South,Product A,Online,SMB,6775.67,25,10,7,10,0,122,3756.25,603.58,1,1
2023-04-24,South,Product A,Retail Partner,Enterprise,7001.51,26,7,6,7,0,133,3878.37,386.32,0,1
2023-04-24,South,Product A,Retail Partner,SMB,4492.12,17,7,5,7,0,89,2557.97,251.79,0,1
2023-04-24,South,Product B,Online,Enterprise,5099.68,27,8,6,8,0,129,3241.95,541.15,0,1
2023-04-24,South,Product B,Online,SMB,3097.76,16,6,5,6,0,94,1974.37,287.71,0,1
2023-04-24,South,Product B,Retail Partner,Enterprise,3475.85,18,5,4,5,0,103,2142.64,187.24,0,1
2023-04-24,South,Product B,Retail Partner,SMB,2181.24,11,4,3,4,0,70,1346.13,119.08,0,1
2023-04-24,South,Product C,Online,Enterprise,8115.94,19,6,4,6,0,97,4974.51,691.75,0,1
2023-04-24,South,Product C,Online,SMB,5939.04,14,5,4,5,0,61,3629.85,493.89,0,1
2023-04-24,South,Product C,Retail Partner,Enterprise,5962.92,14,4,3,4,0,74,3681.47,276.4,0,1
2023-04-24,South,Product C,Retail Partner,SMB,3991.08,10,4,3,4,0,49,2436.37,210.96,0,1
2023-04-24,East,Product A,Online,Enterprise,8302.11,30,9,7,9,0,162,4591.74,882.76,1,2
2023-04-24,East,Product A,Online,SMB,5020.45,19,7,6,7,0,108,2876.77,491.49,0,1
2023-04-24,East,Product A,Retail Partner,Enterprise,6230.62,23,7,5,7,0,117,3427.81,312.26,1,1
2023-04-24,East,Product A,Retail Partner,SMB,3558.11,13,5,4,5,0,76,1950.37,201.96,0,1
2023-04-24,East,Product B,Online,Enterprise,4262.97,23,6,5,6,0,119,2639.16,413.51,0,1
2023-04-24,East,Product B,Online,SMB,2949.46,15,6,5,6,0,79,1814.52,282.91,0,1
2023-04-24,East,Product B,Retail Partner,Enterprise,2910.25,15,4,3,4,0,82,1771.91,159.9,0,1
2023-04-24,East,Product B,Retail Partner,SMB,2088.64,11,4,4,4,0,56,1301.98,103.9,0,1
2023-04-24,East,Product C,Online,Enterprise,7194.91,17,5,4,5,0,94,4447.13,674.31,0,1
2023-04-24,East,Product C,Online,SMB,4948.49,12,5,3,5,0,60,3033.55,381.27,0,1
2023-04-24,East,Product C,Retail Partner,Enterprise,5389.96,13,4,3,4,0,64,3451.41,274.43,0,0
2023-04-24,East,Product C,Retail Partner,SMB,3111.22,7,3,2,3,0,45,1954.95,141.29,0,0
2023-04-24,West,Product A,Online,Enterprise,10540.86,39,11,9,11,0,224,5952.9,1053.95,1,1
2023-04-24,West,Product A,Online,SMB,7256.99,27,10,8,10,0,138,4190.1,669.36,1,1
2023-04-24,West,Product A,Retail Partner,Enterprise,7543.95,28,8,6,8,0,159,4284.38,395.73,0,1
2023-04-24,West,Product A,Retail Partner,SMB,5615.92,21,8,6,8,0,108,3210.55,321.6,1,1
2023-04-24,West,Product B,Online,Enterprise,5777.47,30,9,7,9,0,167,3585.1,601.13,1,1
2023-04-24,West,Product B,Online,SMB,4177.89,22,8,7,8,0,99,2632.93,345.49,1,2
2023-04-24,West,Product B,Retail Partner,Enterprise,3974.14,21,6,5,6,0,123,2431.37,193.28,0,1
2023-04-24,West,Product B,Retail Partner,SMB,2520.73,13,5,4,5,0,77,1530.83,113.02,0,1
2023-04-24,West,Product C,Online,Enterprise,8707.58,22,6,5,6,0,126,5602.38,740.97,0,1
2023-04-24,West,Product C,Online,SMB,6469.8,16,6,5,6,0,75,4104.97,654.8,0,1
2023-04-24,West,Product C,Retail Partner,Enterprise,6634.1,16,5,4,5,0,93,4186.49,328.83,0,1
2023-04-24,West,Product C,Retail Partner,SMB,4077.82,10,4,3,4,0,58,2572.11,175.65,0,0
2023-05-01,North,Product A,Online,Enterprise,11569.36,43,12,10,12,1,222,6402.5,976.91,1,2
2023-05-01,North,Product A,Online,SMB,7774.03,29,11,8,11,1,159,4411.8,818.56,1,2
2023-05-01,North,Product A,Retail Partner,Enterprise,8516.33,32,9,7,9,0,170,4837.1,503.99,1,1
2023-05-01,North,Product A,Retail Partner,SMB,5518.41,21,8,6,8,0,110,3113.43,292.76,1,1
2023-05-01,North,Product B,Online,Enterprise,6185.5,33,9,8,9,1,167,3950.71,556.54,0,1
2023-05-01,North,Product B,Online,SMB,3847.75,20,8,6,8,0,111,2411.57,326.73,1,1
2023-05-01,North,Product B,Retail Partner,Enterprise,4827.63,25,7,6,7,1,118,2933.38,271.79,0,1
2023-05-01,North,Product B,Retail Partner,SMB,2702.86,14,5,4,5,0,79,1683.13,143.96,0,1
2023-05-01,North,Product C,Online,Enterprise,8898.78,21,6,5,6,0,125,5630.19,875.19,1,1
2023-05-01,North,Product C,Online,SMB,6133.92,15,6,5,6,0,82,3836.24,610.44,0,1
2023-05-01,North,Product C,Retail Partner,Enterprise,6813.02,16,5,4,5,0,91,4265.12,357.28,0,1
2023-05-01,North,Product C,Retail Partner,SMB,5075.45,12,5,4,5,0,65,3192.63,274.71,0,1
2023-05-01,South,Product A,Online,Enterprise,9549.82,35,10,8,10,0,179,5204.64,795.81,1,1
2023-05-01,South,Product A,Online,SMB,6212.03,23,9,7,9,0,124,3550.29,600.3,1,1
2023-05-01,South,Product A,Retail Partner,Enterprise,6661.17,25,7,6,7,0,147,3736.53,336.62,0,1
2023-05-01,South,Product A,Retail Partner,SMB,4583.87,17,6,5,6,1,92,2580.63,219.48,0,1
2023-05-01,South,Product B,Online,Enterprise,4853.98,26,7,6,7,0,129,3037.57,524.93,0,1
2023-05-01,South,Product B,Online,SMB,3295.91,17,7,5,7,0,92,2002.67,309.4,0,1
2023-05-01,South,Product B,Retail Partner,Enterprise,3740.51,20,6,5,6,0,99,2315.09,191.52,0,1
2023-05-01,South,Product B,Retail Partner,SMB,2518.95,13,5,4,5,0,70,1555.95,140.03,0,1
2023-05-01,South,Product C,Online,Enterprise,8443.39,20,6,5,6,0,104,5186.36,781.29,0,1
2023-05-01,South,Product C,Online,SMB,5417.19,13,5,4,5,0,77,3423.99,510.5,0,1
2023-05-01,South,Product C,Retail Partner,Enterprise,5855.39,14,4,3,4,0,74,3599.25,340.79,0,1
2023-05-01,South,Product C,Retail Partner,SMB,3397.62,8,3,2,3,0,48,2104.98,169.2,0,1
2023-05-01,East,Product A,Online,Enterprise,8173.71,30,9,7,9,0,168,4531.73,634.46,0,1
2023-05-01,East,Product A,Online,SMB,4940.54,18,7,5,7,0,110,2782.65,491.61,0,1
2023-05-01,East,Product A,Retail Partner,Enterprise,5947.54,22,6,5,6,0,113,3383.43,294.49,0,1
2023-05-01,East,Product A,Retail Partner,SMB,3990.42,15,6,4,6,0,78,2219.83,236.32,0,1
2023-05-01,East,Product B,Online,Enterprise,4704.03,25,7,5,7,0,122,2828.47,371.0,0,1
2023-05-01,East,Product B,Online,SMB,3012.14,16,6,5,6,0,75,1884.52,297.04,0,1
2023-05-01,East,Product B,Retail Partner,Enterprise,3204.67,17,5,4,5,0,95,1995.45,189.23,0,1
2023-05-01,East,Product B,Retail Partner,SMB,2114.97,11,4,3,4,0,54,1307.85,112.2,0,1
2023-05-01,East,Product C,Online,Enterprise,7576.57,18,5,4,5,0,89,4716.75,853.46,0,1
2023-05-01,East,Product C,Online,SMB,4681.56,12,4,4,4,0,59,3037.4,498.0,0,1
2023-05-01,East,Product C,Retail Partner,Enterprise,4954.22,12,3,3,3,0,61,3089.14,272.59,0,0
2023-05-01,East,Product C,Retail Partner,SMB,3193.29,8,3,2,3,0,42,2016.54,160.86,0,1
2023-05-01,West,Product A,Online,Enterprise,10861.85,41,12,10,12,1,222,6179.81,1026.46,1,2
2023-05-01,West,Product A,Online,SMB,6702.78,25,10,8,10,0,149,3740.72,637.47,0,1
2023-05-01,West,Product A,Retail Partner,Enterprise,7111.03,26,8,6,8,0,142,3964.79,379.14,1,1
2023-05-01,West,Product A,Retail Partner,SMB,5512.84,20,8,6,8,0,95,3010.27,319.42,0,1
2023-05-01,West,Product B,Online,Enterprise,5442.42,28,8,6,8,0,171,3287.15,469.17,0,1
2023-05-01,West,Product B,Online,SMB,4186.87,22,9,6,9,1,97,2686.63,357.8,1,1
2023-05-01,West,Product B,Retail Partner,Enterprise,3976.02,20,6,4,6,0,124,2403.45,201.08,1,1
2023-05-01,West,Product B,Retail Partner,SMB,2686.26,15,6,4,6,0,76,1736.29,126.59,0,1
2023-05-01,West,Product C,Online,Enterprise,9960.36,23,7,5,7,0,121,6070.51,1039.85,0,1
2023-05-01,West,Product C,Online,SMB,5990.63,14,6,4,6,0,76,3803.08,567.34,0,1
2023-05-01,West,Product C,Retail Partner,Enterprise,6475.94,16,4,4,4,0,81,3929.97,304.43,0,1
2023-05-01,West,Product C,Retail Partner,SMB,4657.43,11,4,3,4,0,56,2892.06,253.06,0,1
2023-05-08,North,Product A,Online,Enterprise,11559.6,43,12,9,12,0,216,6425.22,1191.53,0,2
2023-05-08,North,Product A,Online,SMB,7771.22,29,11,8,11,1,161,4398.97,713.6,1,2
2023-05-08,North,Product A,Retail Partner,Enterprise,8265.33,31,9,7,9,0,162,4748.44,479.92,1,2
2023-05-08,North,Product A,Retail Partner,SMB,5590.38,21,8,6,8,0,102,3147.46,303.33,1,1
2023-05-08,North,Product B,Online,Enterprise,6542.19,35,10,8,10,0,175,4090.82,625.71,1,1
2023-05-08,North,Product B,Online,SMB,3864.82,20,8,6,8,1,120,2374.38,408.76,1,1
2023-05-08,North,Product B,Retail Partner,Enterprise,4120.4,22,6,5,6,0,115,2551.78,199.82,1,1
2023-05-08,North,Product B,Retail Partner,SMB,2664.91,14,5,5,5,0,89,1684.75,150.99,0,1
2023-05-08,North,Product C,Online,Enterprise,10410.57,25,7,5,7,0,121,6523.0,931.34,1,1
2023-05-08,North,Product C,Online,SMB,6215.3,15,6,5,6,0,86,4015.39,498.31,0,1
2023-05-08,North,Product C,Retail Partner,Enterprise,7581.15,18,5,4,5,0,91,4707.75,474.52,0,1
2023-05-08,North,Product C,Retail Partner,SMB,5026.81,12,5,4,5,0,64,3069.71,253.02,0,1
2023-05-08,South,Product A,Online,Enterprise,9642.64,36,10,8,10,1,189,5429.73,829.88,1,1
2023-05-08,South,Product A,Online,SMB,6252.34,23,9,7,9,0,120,3388.25,655.99,1,1
2023-05-08,South,Product A,Retail Partner,Enterprise,7015.44,26,7,6,7,1,138,3968.31,372.93,0,1
2023-05-08,South,Product A,Retail Partner,SMB,4676.91,18,7,5,7,0,87,2605.01,285.78,0,1
2023-05-08,South,Product B,Online,Enterprise,5329.01,28,8,7,8,0,145,3309.13,539.23,1,1
2023-05-08,South,Product B,Online,SMB,3255.65,17,7,5,7,0,96,1990.35,301.65,0,1
2023-05-08,South,Product B,Retail Partner,Enterprise,3854.99,20,6,4,6,0,101,2372.8,206.9,0,1
2023-05-08,South,Product B,Retail Partner,SMB,2399.04,12,5,4,5,0,65,1439.78,113.13,0,1
2023-05-08,South,Product C,Online,Enterprise,8321.03,20,6,4,6,0,104,5196.31,777.27,0,1
2023-05-08,South,Product C,Online,SMB,5714.88,14,5,4,5,0,72,3587.25,477.53,0,1
2023-05-08,South,Product C,Retail Partner,Enterprise,5890.81,14,4,3,4,0,80,3707.62,304.06,0,1
2023-05-08,South,Product C,Retail Partner,SMB,3692.39,9,3,3,3,0,48,2344.49,196.68,0,0
2023-05-08,East,Product A,Online,Enterprise,9456.98,35,10,8,10,1,159,5277.1,968.69,1,2
2023-05-08,East,Product A,Online,SMB,5845.0,21,8,7,8,0,108,3257.66,544.4,0,1
2023-05-08,East,Product A,Retail Partner,Enterprise,5982.93,22,6,5,6,0,121,3377.58,363.11,0,1
2023-05-08,East,Product A,Retail Partner,SMB,3838.68,14,6,4,6,0,77,2144.04,185.76,0,1
2023-05-08,East,Product B,Online,Enterprise,5001.6,26,7,6,7,0,137,2989.38,495.74,1,1
2023-05-08,East,Product B,Online,SMB,2902.78,15,6,4,6,0,80,1768.16,287.89,0,1
2023-05-08,East,Product B,Retail Partner,Enterprise,3298.37,17,5,4,5,0,79,2047.7,185.53,0,1
2023-05-08,East,Product B,Retail Partner,SMB,1907.84,10,4,3,4,0,58,1201.51,90.63,0,1
2023-05-08,East,Product C,Online,Enterprise,7689.79,18,5,4,5,0,94,4756.2,724.16,0,1
2023-05-08,East,Product C,Online,SMB,4584.04,11,4,3,4,0,59,2763.54,447.38,0,1
2023-05-08,East,Product C,Retail Partner,Enterprise,5252.78,12,4,3,4,0,64,3304.56,251.36,0,0
2023-05-08,East,Product C,Retail Partner,SMB,3597.11,8,3,2,3,0,41,2208.35,188.16,0,1
2023-05-08,West,Product A,Online,Enterprise,12041.94,44,12,9,12,1,203,6534.96,1160.59,0,2
2023-05-08,West,Product A,Online,SMB,6968.14,26,10,8,10,0,145,3929.09,652.44,0,1
2023-05-08,West,Product A,Retail Partner,Enterprise,7962.12,29,8,6,8,1,157,4403.03,423.08,0,1
2023-05-08,West,Product A,Retail Partner,SMB,4653.95,17,7,5,7,0,99,2677.46,230.91,0,1
2023-05-08,West,Product B,Online,Enterprise,5823.02,31,9,7,9,0,155,3610.74,500.55,1,1
2023-05-08,West,Product B,Online,SMB,3917.75,21,8,7,8,0,105,2445.76,314.8,0,1
2023-05-08,West,Product B,Retail Partner,Enterprise,4007.44,21,6,5,6,0,114,2513.08,231.45,1,1
2023-05-08,West,Product B,Retail Partner,SMB,2752.32,14,6,4,6,0,67,1702.53,144.2,0,1
2023-05-08,West,Product C,Online,Enterprise,9903.98,24,7,5,7,0,119,6285.09,931.36,0,1
2023-05-08,West,Product C,Online,SMB,6271.66,15,6,4,6,0,76,3912.88,531.06,0,1
2023-05-08,West,Product C,Retail Partner,Enterprise,7086.12,17,5,4,5,0,81,4434.19,403.01,0,1
2023-05-08,West,Product C,Retail Partner,SMB,4064.37,10,4,3,4,0,62,2571.88,214.27,0,0
2023-05-15,North,Product A,Online,Enterprise,12029.68,45,13,11,13,1,215,6802.62,1162.42,1,2
2023-05-15,North,Product A,Online,SMB,7298.33,27,10,8,10,0,146,3973.86,670.26,1,2
2023-05-15,North,Product A,Retail Partner,Enterprise,8261.37,31,9,7,9,0,161,4611.41,436.67,1,1
2023-05-15,North,Product A,Retail Partner,SMB,5704.59,21,8,7,8,0,107,3160.68,294.18,1,1
2023-05-15,North,Product B,Online,Enterprise,5978.64,32,9,7,9,0,159,3818.33,573.14,1,1
2023-05-15,North,Product B,Online,SMB,3843.1,20,8,6,8,0,122,2355.71,368.11,0,1
2023-05-15,North,Product B,Retail Partner,Enterprise,4403.52,23,7,5,7,0,125,2744.48,203.97,1,1
2023-05-15,North,Product B,Retail Partner,SMB,2795.87,15,6,5,6,0,80,1754.13,168.2,0,1
2023-05-15,North,Product C,Online,Enterprise,9761.15,23,6,5,6,0,130,5959.78,966.56,0,1
2023-05-15,North,Product C,Online,SMB,7279.93,17,7,5,7,0,83,4501.34,660.91,0,1
2023-05-15,North,Product C,Retail Partner,Enterprise,6639.61,16,5,4,5,0,85,4133.06,333.66,0,1
2023-05-15,North,Product C,Retail Partner,SMB,4559.51,11,4,3,4,0,62,2865.95,267.54,0,1
2023-05-15,South,Product A,Online,Enterprise,9760.46,37,10,8,10,0,201,5591.87,872.68,1,1
2023-05-15,South,Product A,Online,SMB,6868.63,25,10,8,10,0,123,3851.51,638.33,1,2
2023-05-15,South,Product A,Retail Partner,Enterprise,7463.28,28,8,6,8,0,136,4112.26,421.77,1,1
2023-05-15,South,Product A,Retail Partner,SMB,4526.25,17,6,5,6,0,87,2531.38,249.74,0,1
2023-05-15,South,Product B,Online,Enterprise,5253.27,28,8,6,8,1,149,3304.89,478.95,1,1
2023-05-15,South,Product B,Online,SMB,2972.09,16,6,5,6,0,96,1873.04,248.31,0,1
2023-05-15,South,Product B,Retail Partner,Enterprise,3681.39,19,5,4,5,0,98,2268.62,176.07,0,1
2023-05-15,South,Product B,Retail Partner,SMB,2461.12,13,5,4,5,0,78,1541.04,131.07,0,1
2023-05-15,South,Product C,Online,Enterprise,8612.93,20,6,5,6,0,107,5316.9,949.7,0,1
2023-05-15,South,Product C,Online,SMB,5525.22,13,5,4,5,0,65,3459.74,529.16,0,1
2023-05-15,South,Product C,Retail Partner,Enterprise,6154.4,15,4,3,4,0,74,3848.26,313.85,0,1
2023-05-15,South,Product C,Retail Partner,SMB,4450.94,11,4,3,4,0,50,2795.97,238.97,0,1
